SNOMED conceptID;SNOMED term;Google translate vertaalde term;Thot vertaalde term medisch woordenboek;Matecat vertaling
241211009;Tenogram;Tenogram;tenogram;Tenogram
241219006;Internal carotid arteriogram;Carotis interna arteriogram;carotis interna arteriogram;Carotis interna arteriogram
241224009;Petrosal venography;petrosus venografie;petrosus venografie;petrosus venografie
241232001;Bronchial arteriogram;bronchiale arteriogram;bronchiale arteriogram;bronchiale arteriogram
241234000;Abdominal angiography;abdominale angiografie;abdominale angiografie;abdominale angiografie
241241006;Inferior mesenteric arteriogram;Mesenterica inferior arteriogram;mesenterica inferior arteriogram;Mesenterica inferior arteriogram
241246001;Transhepatic portogram;transhepatische portogram;transhepatische portogram;transhepatische portogram
241252000;Adrenal angiography;bijnier angiografie;bijnier angiografie;bijnier angiografie
241253005;Adrenal arteriogram;bijnier arteriogram;bijnier arteriogram;bijnier arteriogram
241257006;Percutaneous perfemoral pelvic venogram;Percutane perfemoral bekken venogram;percutane perfemoral bekken venogram;Percutane perfemoral bekken venogram
241259009;Transuterine pelvic venogram;Transuterine bekken venogram;transuterine bekken venogram;Transuterine bekken venogram
241275007;Vascular fistulogram;vasculaire fistulogram;vasculaire fistulogram;vasculaire fistulogram
241277004;Portocath injection;Portocath injectie;portocath injectie;Portocath injectie
241278009;Hickman line injection;Hickman lijn injectie;hickman lijn injectie;Hickman lijn injectie
241279001;Ventricular shuntogram;ventriculaire shuntogram;ventriculaire shuntogram;ventriculaire shuntogram
241360002;Hippuran renogram;Hippuran renogram;hippuran renogram;Hippuran renogram
241371001;Probe renogram;probe renogram;probe renogram;probe renogram
241375005;Radioactive iodine uptake;Radioactief jodium opname;radioactief jodium opname;Radioactief jodium opname
241598003;Bimanual examination;bimanual onderzoek;bimanual onderzoek;bimanual onderzoek
241682004;Thermography of scrotum;Thermografie van scrotum;thermografie van scrotum;Thermografie van scrotum
241705007;Intravenous sedation;intraveneuze sedatie;intraveneuze sedatie;intraveneuze sedatie
241707004;Intramuscular sedation;intramusculaire sedatie;intramusculaire sedatie;intramusculaire sedatie
241714002;Reversal of sedation;Omkering van sedatie;omkering van sedatie;Omkering van sedatie
242557008;Bimanual palpation;bimanual palpatie;bimanual palpatie;bimanual palpatie
243101001;Stoma training;stoma training;stoma training;stoma training
243123002;Ablative hormone therapy;Ablatief hormoontherapie;ablatief hormoontherapie;Ablatief hormoontherapie
243131007;Helium inhalation therapy;Helium inhalatietherapie;helium inhalatietherapie;Helium inhalatietherapie
243203006;Intermittent pneumatic calf-thigh compression;Intermitterende pneumatische kuit - dij compressie;intermitterende pneumatische kuit - dij compressie;Intermitterende pneumatische kuit - dij compressie
243220005;Postural drainage after nephrolithotripsy;Houdingsdrainage na nephrolithotripsy;houdingsdrainage na nephrolithotripsy;Houdingsdrainage na nephrolithotripsy
243790003;Infection screening;infectie screening;infectie screening;infectie screening
247042001;Holth iridencleisis;Holth iridencleisis;holth iridencleisis;Holth iridencleisis
248352005;Permanent continent ileostomy;Permanente continent ileostoma;permanente continent ileostoma;Permanente continent ileostoma
250980009;Cardioversion;cardioversie;cardioversie;Cardioversie
251548005;Extrapetrosal drainage;Extrapetrosal drainage;extrapetrosal drainage;Extrapetrosal drainage
252167001;Urea and electrolytes;Ureum en elektrolyten;ureum en elektrolyten;Ureum en elektrolyten
252170002;Volatile substance screening;Vluchtige stof screening;vluchtige stof screening;Vluchtige stof screening
252240004;Flush provocation test;Flush provocatietest;flush provocatietest;Flush provocatietest
252256009;Lundh meal;Lundh maaltijd;lundh maaltijd;Lundh maaltijd
252282000;Fibrinogen screening;fibrinogeen screening;fibrinogeen screening;fibrinogeen screening
252328001;Field-inversion electrophoresis;Field - inversie elektroforese;field - inversie elektroforese;Field - inversie elektroforese
252331000;Immunofixation;immunofixatie;immunofixatie;immunofixatie
252420009;Intravascular echocardiography;intravasculaire echocardiografie;intravasculaire echocardiografie;intravasculaire echocardiografie
252421008;Intracavitary echocardiography;intracavitaire echocardiografie;intracavitaire echocardiografie;intracavitaire echocardiografie
252452009;Laser doppler;laser doppler;laser doppler;Doppler - laser
252453004;Pneumoplethysmography;Pneumoplethysmography;pneumoplethysmography;Pneumoplethysmography
252454005;Venous pneumoplethysmography;veneuze pneumoplethysmography;veneuze pneumoplethysmography;veneuze pneumoplethysmography
252458008;Venous occlusion plethysmography;Veneuze occlusie plethysmografie;veneuze occlusie plethysmografie;Veneuze occlusie plethysmografie
252459000;Ocular plethysmography;oculaire plethysmografie;oculaire plethysmografie;oculaire plethysmografie
252461009;Volume plethysmography;Volume plethysmografie;volume plethysmografie;Volume plethysmografie
252465000;Pulse oximetry;pulsoximetrie;pulsoximetrie;Pulse - oxymeter
252471006;Electromagnetic flowmetry;elektromagnetische flowmetry;elektromagnetische flowmetry;elektromagnetische flowmetry
252541001;Calorimetry;calorimetrie;calorimetrie;Calorimetrie
252543003;Indirect calorimetry;indirecte calorimetrie;indirecte calorimetrie;indirecte calorimetrie
252568001;Overnight pulse oximetry;Overnight pulsoximetrie;overnight pulsoximetrie;Overnight pulsoximetrie
252569009;Test for allergens;Test voor allergenen;test voor allergenen;Test voor allergenen
252592009;Speech audiometry;spraakaudiometrie;spraakaudiometrie;spraakaudiometrie
252610006;Sonotubometry;Sonotubometry;sonotubometry;Sonotubometry
252623004;Oto-acoustic emission test;Oto - akoestische emissietest;oto - akoestische emissietest;Oto - akoestische emissietest
252669004;C14 urea breath test;C14 ureum ademtest;c14 ureum ademtest;C14 ureum ademtest
252692004;Spondylometry;Spondylometry;spondylometry;Spondylometry
252749002;Magnetic stimulation of peripheral nerves;Magnetische stimulatie van perifere zenuwen;magnetische stimulatie van perifere zenuwen;Magnetische stimulatie van perifere zenuwen
252804008;Pneumatic tonometry;pneumatische tonometrie;pneumatische tonometrie;pneumatische tonometrie
252806005;Humphrey perimeter plot;Humphrey perimeter plot;humphrey perimeter plot;Humphrey perimeter plot
252807001;Goldmann perimeter plot;Goldmann perimeter plot;goldmann perimeter plot;Goldmann perimeter plot
252808006;Lister perimeter plot;Lister perimeter plot;lister perimeter plot;Lister perimeter plot
252810008;Freidmann screener plot;Freidmann screener plot;freidmann screener plot;Freidmann screener plot
252811007;Henson screener plot;Henson screener plot;henson screener plot;Henson screener plot
252828005;Keratometry;keratometrie;keratometrie;keratometrie
252853008;Stereotests;Stereotests;stereotests;Stereotests
252858004;Stereotests - Steinfeld;Stereotests - Steinfeld;stereotests - steinfeld;Stereotests - Steinfeld
252866008;Marlow occlusion;Marlow occlusie;marlow occlusie;Marlow occlusie
252878007;Hess screening;Hess screening;hess screening;Hess screening
252892001;Peritoneal equilibration test;Peritoneale equilibratie - test;peritoneale equilibratie - test;Peritoneale equilibratie - test
252933005;Split ejaculation examination;Split ejaculatie onderzoek;split ejaculatie onderzoek;Split ejaculatie onderzoek
252948004;Antepartum cardiotochogram;antepartum cardiotochogram;antepartum cardiotochogram;antepartum cardiotochogram
252972009;Videophotorefraction;Videophotorefraction;videophotorefraction;Videophotorefraction
252976007;Sonsken charts;Sonsken charts;sonsken charts;Sonsken charts
254952003;Lengthening of levator palpebrae muscle;Verlenging van levator palpebrae spier;verlenging van levator palpebrae spier;Verlenging van levator palpebrae spier
255098007;Auditory canaloplasty;auditieve canaloplasty;auditieve canaloplasty;auditieve canaloplasty
257866001;Intracardiac potassium chloride injection;Intracardiale kaliumchloride injectie;intracardiale kaliumchloride injectie;Intracardiale kaliumchloride injectie
257891001;Photodynamic therapy;fotodynamische therapie;fotodynamische therapie;fotodynamische therapie
258029006;Finger plethysmography;vinger plethysmografie;vinger plethysmografie;vinger plethysmografie
258058009;Open spirometry;Open spirometrie;open spirometrie;Open spirometrie
260584009;Mediastinoscopy without biopsy;Mediastinoscopie zonder biopsie;mediastinoscopie zonder biopsie;Mediastinoscopie zonder biopsie
260645006;Minilaparotomy;Minilaparotomy;minilaparotomy;Minilaparotomy
260651001;Superior cordotomy;Superior chordotomie;superior chordotomie;Superior chordotomie
260653003;Circumareolar incision;circumareolar incisie;circumareolar incisie;circumareolar incisie
260662001;Laryngectomy incision;laryngectomie incisie;laryngectomie incisie;laryngectomie incisie
260663006;Laryngofissure;Laryngofissure;laryngofissure;Laryngofissure
261169004;Posterolateral thoracotomy;posterolaterale thoracotomie;posterolaterale thoracotomie;posterolaterale thoracotomie
261479009;Mediastinoscopy;mediastinoscopie;mediastinoscopie;Mediastinoscopie
261517000;Silver bunionectomy;Silver bunionectomy;silver bunionectomy;Silver bunionectomy
261529009;Excision of lash follicles;Excisie van lash follikels;excisie van lash follikels;Excisie van lash follikels
261532007;Fenestrectomy;Fenestrectomy;fenestrectomy;Fenestrectomy
262457001;Cervical mediastinoscopy;cervicale mediastinoscopie;cervicale mediastinoscopie;cervicale mediastinoscopie
263771001;Gridiron incision;Gridiron incisie;gridiron incisie;Gridiron incisie
264980004;Fasciotomy thigh;fasciotomie dij;fasciotomie dij;fasciotomie dij
265056007;Vaginal hysterectomy;vaginale hysterectomie;vaginale hysterectomie;hystorectomia vaginalis
265192008;Orchidoplasty;Orchidoplasty;orchidoplasty;Orchidoplasty
265278009;Levator palpebrae resection;Levator palpebrae resectie;levator palpebrae resectie;Levator palpebrae resectie
265293008;Goniopuncture;Goniopuncture;goniopuncture;Goniopuncture
265294002;Surgical iridotomy;chirurgische iridotomie;chirurgische iridotomie;chirurgische iridotomie
265306005;Cortical mastoidectomy;corticale masto ï dectomie;corticale masto ï dectomie;corticale masto ï dectomie
265347008;Cardiomyotomy;Cardiomyotomy;cardiomyotomy;Cardiomyotomy
265380001;Jejunojejunal bypass;Jejunojejunal bypass;jejunojejunal bypass;Jejunojejunal bypass
265420002;Sponge rectopexy;spons rectopexie;spons rectopexie;spons rectopexie
265554003;Percutaneous pyelolysis;percutane pyelolysis;percutane pyelolysis;percutane pyelolysis
265573004;Colposuspension;colposuspensie;colposuspensie;colposuspensie
265582005;Open prostatotomy;Open prostatotomy;open prostatotomy;Open prostatotomy
265640003;Crede placental expression;Crede placenta expressie;crede placenta expressie;Crede placenta expressie
265760000;Intravenous chemotherapy;intraveneuze chemotherapie;intraveneuze chemotherapie;intraveneuze chemotherapie
265761001;Intramuscular chemotherapy;intramusculaire chemotherapie;intramusculaire chemotherapie;intramusculaire chemotherapie
265777000;Type of operation and anesthetic;Type operatie en anesthesie;type operatie en anesthesie;Type operatie en anesthesie
268364005;Subjective audiometry;Subjectieve audiometrie;subjectieve audiometrie;Subjectieve audiometrie
268419007;Gastroscopy - via stoma;Gastroscopie - via stoma;gastroscopie - via stoma;Gastroscopie - via stoma
268433007;Contrast neurodiography;contrast neurodiography;contrast neurodiography;contrast neurodiography
268550006;Phenylketonuria screening;fenylketonurie screening;fenylketonurie screening;fenylketonurie screening
268551005;Obesity screening;obesitas screening;obesitas screening;obesitas screening
268552003;Hyperlipidemia screening;hyperlipidemie screening;hyperlipidemie screening;hyperlipidemie screening
268984004;Examination of fever;Onderzoek van koorts;onderzoek van koorts;Onderzoek van koorts
269877001;Insulin tolerance test;Insulinetolerantietest;insulinetolerantietest;insulinetolerantie
269911007;Sputum examination;sputum onderzoek;sputum onderzoek;sputum onderzoek
271291003;Temporary implant radiotherapy;Tijdelijke implantaat radiotherapie;tijdelijke implantaat radiotherapie;Tijdelijke implantaat radiotherapie
271410001;Anorectal stretch;anorectale stretch;anorectale stretch;anorectale stretch
271416007;Reconstruction of cranial defect;Reconstructie van craniale defect;reconstructie van craniale defect;Reconstructie van craniale defect
271549001;Asymptomatic bacteriuria screening;Asymptomatische bacteriurie screening;asymptomatische bacteriurie screening;Asymptomatische bacteriurie screening
272258009;Escharectomy;Escharectomy;escharectomy;Escharectomy
274015000;Tympanic membrane operation;Trommelvlies operatie;trommelvlies operatie;Trommelvlies operatie
274024009;Aneurysm clipping;aneurysma clipping;aneurysma clipping;aneurysma clipping
274031008;Rectal polypectomy;rectale poliepectomie;rectale poliepectomie;rectale poliepectomie
274050008;Osteotomy for hallux valgus;Osteotomie voor hallux valgus;osteotomie voor hallux valgus;Osteotomie voor hallux valgus
274324002;Endoscopic rectum biopsy;Endoscopische rectum biopsie;endoscopische rectum biopsie;Endoscopische rectum biopsie
274325001;Percutaneous liver biopsy;Percutane leverbiopsie;percutane leverbiopsie;leverpunctie
274330002;Surgical biopsy;chirurgische biopsie;chirurgische biopsie;chirurgische biopsie
274353001;Anal surgical biopsy;Anale chirurgische biopsie;anale chirurgische biopsie;Anale chirurgische biopsie
274369008;Endocrine surgical biopsy;Endocriene chirurgische biopsie;endocriene chirurgische biopsie;Endocriene chirurgische biopsie
274377007;Esophagoscopy - stomal;Oesofagoscopie - stoma;oesofagoscopie - stoma;Oesofagoscopie - stoma
274379005;Intestinal scope-stomal;Intestinale scope - stoma;intestinale scope - stoma;Intestinale scope - stoma
274425002;Therapeutic aspiration - cyst;Therapeutische aspiratie - cyste;therapeutische aspiratie - cyste;Therapeutische aspiratie - cyste
