SNOMED conceptID;Matecat vertaling
175780001;Verwijdering van ge ï nfecteerde arterioveneuze shunt
175786007;Embolisatie van arterioveneuze abnormaliteit
175787003;Ligatie van aangeboren arterioveneuze misvorming
175788008;Ligatie van verworven arterioveneuze fistel
175791008;Aansluiting van de vena cava of tak van de vena cava
175793006;Mesocaval shunt
175798002;Sing van vena cava
175803006;Bypass - operatie voor priapisme
175807007;Reparatie van kleppen ader
175808002;Veneuze ventiel transplantatie
175809005;Tussenplaatsing van klep ader
175818007;Ligatie van korte saphena
175819004;Ligatie van ader terugkerende spataderen been
175830001;Strippen van de lange vena saphena
175831002;Strippen van de korte saphena
175834005;Lokale excisie van spatader van het been
175839000;Operatie op halsader lichaam
175840003;Bediening op het pulmonale veneuze systeem
175843001;Open verwijdering van een trombus uit ader
175844007;Open thrombectomy van de ader van de bovenste ledematen
175845008;Open thrombectomy van de ader van de onderste ledematen
175852005;Spoelen van de centrale lijn
175853000;Verwijdering van de centrale veneuze lijn
175854006;Het inbrengen van subclavian voerlijn
175863008;Open infusen van de ader
175865001;ader microchirurgische reparatie
175866000;Reconstructie ader met behulp van veneuze graft
175867009;ader reconstrueren aan de hand prothetische graft
175870008;Therapeutische transluminale bewerkingen op vein
175871007;Percutane transluminale embolisatie van de ader
175872000;Percutane transluminale infusen van de ader
175873005;Ontstollingstherapie van de dij ader lus
175876002;Diagnostic transluminale operaties op ader
175881006;Revascularisatie voor impotentie
175882004;peroperatieve angioplastiek
175883009;Ge ï soleerde ledemaatperfusie
175886001;Ligatie van de penis veins voor impotentie
175890004;Operation op vasculaire graft
175891000;Prothetische graft thrombectomy
175898006;nier werking
175899003;Autotransplantatie van nieren
175901007;Levende donor niertransplantatie
175902000;Postmortale niertransplantatie
175905003;De totale nefrectomie
175907006;nefro - ureterectomie
175908001;Heminephrectomy voor hoefijzer nier
175911000;Live donornefrectomie
175912007;Nephroureterectomy met open lagere ureterectomie
175913002;Nephroureterectomy met plukken lagere ureterectomie
175916005;Heminephrectomy voor dubbelzijdig nier
175917001;Upper polar parti ë le nefrectomie
175918006;Lagere polar parti ë le nefrectomie
175921008;Open verwijdering of vernietiging van renale laesie
175922001;Open deroofing van niercyste
175923006;Open uitsnijding van renale laesie
175924000;Open vernietiging van renale laesie
175925004;werking Rovsing ' s
175930000;Herziening van pyeloplasty
175931001;Sing van de nieren
175933003;Anderson - Hynes pyeloplasty
175936006;Insnijding van de nieren of nierbekken
175939004;Therapeutische geopend aspiratie van niercyste
175940002;Therapeutische geopend aspiratie van nierbekken
175941003;Extended pyelolithotomy
175942005;Simple nephrolithotomy
175943000;Anatrophic nephrolithotomy
175947004;renale denervatie
175948009;Verkenning van niertransplantatie
175951002;Endoscopische echografie versnippering van nierstenen
175952009;Nephroscopy en elektrohydraulische lithotripsy van nierstenen
175953004;Endoscopische laser versnippering van nierstenen
175954005;Percutane nephrolithotomy zonder desintegratie
175958008;Endoscopische uitroeiing van letsel van de nier
175962002;Nephroscopy en biopsie van renale laesie
175967008;Percutane naaldbiopsie van renale laesie
175968003;Percutane drainage van renale laesie
175969006;Percutane aspiratie van renale laesie
175971006;antegrade pyelogram
175974003;Insnijding van periurethrale weefsel
175977005;Extracorporele schokgolf lithotripsy voor nierstenen minder dan 2 cm in diameter
175978000;Extracorporale shockwave behandeling van nierstenen van 2 cm of meer in diameter
175982003;Irrigatie van de nieren
175987009;Operations langs Nefrostoma spoor
175988004;Nephrostogram
175993001;Secundaire ureterectomie
175999002;Herziening van urinestoma
176004009;De bouw van continent ileal conduit
176006006;De bouw van de dikke buis
176007002;Endoscopie van intestinale conduit
176008007;Het inbrengen van onderhuidse urinestoma stent
176012001;Bilaterale re ï mplantatie van urineleiders
176014000;Ureteric re ï mplantatie na urinestoma
176015004;Intravesicale bilaterale ureteric reimplantation
176024008;Anastomose van de urineleider naar de blaas
176025009;Ileale vervangen ureter
176026005;Colon vervangen ureter
176027001;Herziening van ureteric anastomose
176028006;Uretero - ureterostomie
176031007;Reparatie van de urineleider
176034004;Open ureterolithotomy
176042003;Open excisie van ureterocele
176043008;Open excisie van ureteric laesie
176044002;Open biopsie van ureteric laesie
176045001;Geleidelijke vermindering van urineleider
176046000;Keeling van urineleider
176049007;Therapeutische nephroscopic operaties op urineleider
176050007;Nephroscopic laser versnippering van ureteric calculus
176052004;Nephroscopic verwijdering van ureteric calculus
176053009;Percutane inbrengen van ureteric stent
176054003;Percutane nephroscopic ballondilatatie van de urineleider
176058000;Ureteroscopic laser versnippering van ureteric calculus
176063001;Cystoscopische verrichting voor ureteric calculus
176064007;Cystoscopic laser lithotripsie van ureteric calculus
176067000;Cystoscopische katheter drainage voor ureteric calculus
176068005;Cystoscopic dilatatie van de urineleider voor calculus
176072009;Endoscopische uitroeiing van letsel van urineleider
176073004;Cystoscopic inbrengen van ureteric stent
176074005;Cystoscopic verwijdering van ureteric stent
176075006;Ureteroscopic dilatatie van de urineleider
176082005;Endoscopische retrograde pyelogram
176083000;Cystoscopic ureteric bemonstering van urine
176086008;Retrograde katheter ureteropyelography
176087004;retrograde uretero - pyelografie
176091009;Extracorporele schokgolf lithotripsy voor steen in de bovenste urineleider
176092002;Extracorporele schokgolf lithotripsy voor steen in het midden van urineleider
176093007;Extracorporele schokgolf lithotripsy voor stenen in de onderste ureter
176097008;Transurethrale verwijdering van letsel van ureteric opening
176098003;Transurethrale endoscopische insnijding van ureteric opening
176099006;Submukeuze teflon injectie aan ureteric opening
176100003;Transurethrale incisie van ureterocele
176101004;Cystoscopic dilatatie van ureteric opening
176106009;Radical cystoprostatourethrectomy
176107000;Radical cystourethrectomy - vrouwelijk
176108005;Simple cystectomy
176117005;Cecocystoplasty
176118000;Ileocecocystoplasty
176119008;Bauhin blaasvervanging
176121003;Blindedarmkeutels blaasvervanging
176123000;clam ileocystoplasty
176126008;Colon blaasvervanging
176132003;Reparatie van de breuk van de blaas
176135001;perineale urethrostomie
176136000;Cystostomy en het inbrengen van suprapubische katheter
176139007;Open operaties op de inhoud van de blaas
176143006;Open verwijdering van de blaas letsel
176144000;Oprichting van fistula vesicivaginalis
176145004;Open doorsnijding van de blaas
176146003;Open biopsie van blaas
176147007;Verkenning van de blaas
176155000;Rigide cystoscopie en transurethrale resectie van de blaas letsel
176158003;Flexibele cystoscopic excisie van de blaas letsel
176162009;Cystoscopie en laser vernietiging van de blaas letsel
176165006;Transurethrale operatie blaascapaciteit vergroten
176166007;Transurethrale doorsnijding van de blaas
176167003;Ballondilatatie van de blaas
176169000;Transurethrale subtrigonal fenol injectie
176178006;diagnostische cystoscopie
176181001;Rigide diagnostische cystoscopie
176182008;Rigide diagnostische cystocopy en biopsie van blaas letsel
176183003;Rigide controle cystoscopie
176184009;Rigide controle cystoscopie en biopsie van blaas letsel
176185005;Flexibele diagnostische cystoscopie
176186006;Flexibele diagnostische cystoscopie en biopsie van blaas letsel
176187002;Flexibele check cystoscopie
176188007;Flexibel check cystoscopie en biopsie van blaas letsel
176191007;Urethra irrigatie van de blaas
176192000;Verandering van urethrakatheter
176193005;Manual blaas wash - out door de katheter
176194004;Verwijdering van de blaas calculus door urethrakatheter zuigkracht
176196002;Urethrale catheterisatie voor urodynamica
176201006;Inbrengen van de therapeutische stof in de blaas
176204003;Intravesicale instillatie van therapeutisch middel voor goedaardige ziekte
176212006;Gecombineerd abdominale en vaginale operaties uitlaat van vrouwelijke blaas te ondersteunen
176220008;Buikoperaties naar uitlaat van de vrouwelijke blaas te ondersteunen
176222000;Marshall Marchetti Krantz retropubische opschorting van de urethra
176227006;Vaginale operaties uitlaat van vrouwelijke blaas te ondersteunen
176229009;Het inbrengen van biethium boon onder de blaas nek
176234008;Open resectie van de vrouwelijke blaas nek
176235009;Het inbrengen van prothetische kraag rond vrouwelijke blaashals
176237001;Verwijdering van prothetische kraag van vrouwelijke blaashals
176238006;Implantatie van prothetische sluitspier rond vrouwelijke blaashals
176239003;Excisie van weefsel van tong
176240001;Activering van kunstmatige blaashals sluitspier bij vrouwelijke
176242009;Verwijdering van kunstmatige blaashals sluitspier bij vrouwelijke
176245006;Therapeutische endoscopische operaties op uitlaat van vrouwelijke blaas
176246007;Transurethrale resectie van de vrouwelijke blaas nek
176247003;Transurethrale incisie van de vrouwelijke blaas nek
176258007;Open prostatectomie
176260009;Transvesical tweetraps prostatectomie
176261008;Radicale prostatectomie zonder bekken knooppunt uitsnijding
176262001;Radicale prostatectomie met bekken knooppunt sampling
176263006;Radicale prostatectomie met bekken lymphadenectomy
176267007;Open excisie van de prostaat laesie
176268002;Open biopsie van de prostaat
176270006;Aspiratie van de prostaat abces
176271005;Open hemostase van de prostaat
176275001;Open resectie van de mannelijke blaas nek
176276000;Het inbrengen van prothetische kraag rond mannelijke blaashals
176278004;Verwijdering van prothetische kraag van mannelijke blaashals
176279007;Implantatie van prothetische sluitspier rond mannelijke blaas nek of urethra
176280005;Activering van kunstmatige urinaire kringspier rond mannelijke blaas nek of urethra
176282002;Verwijdering van kunstmatige urinaire kringspier uit de hele mannelijke blaas nek of urethra
176286004;Transurethrale punch prostatectomie
