SNOMED conceptID;SNOMED term;Google translate vertaalde term;Thot vertaling;Matecat vertaling
252420009;Intravascular echocardiography;intravasculaire echocardiografie;intravasculaire echocardiografie;intravasculaire echocardiografie
252453004;Pneumoplethysmography;Pneumoplethysmography;pneumoplethysmography;Pneumoplethysmography
252454005;Venous pneumoplethysmography;veneuze pneumoplethysmography;veneuze pneumoplethysmography;veneuze pneumoplethysmography
252461009;Volume plethysmography;Volume plethysmografie;volume plethysmografie;Volume plethysmografie
252465000;Pulse oximetry;pulsoximetrie;pulsoximetrie;Pulse - oxymeter
252541001;Calorimetry;calorimetrie;calorimetrie;Calorimetrie
252543003;Indirect calorimetry;indirecte calorimetrie;indirecte calorimetrie;indirecte calorimetrie
252568001;Overnight pulse oximetry;Overnight pulsoximetrie;overnight pulsoximetrie;Overnight pulsoximetrie
252569009;Test for allergens;Test voor allergenen;test voor allergenen;Test voor allergenen
252592009;Speech audiometry;spraakaudiometrie;spraakaudiometrie;spraakaudiometrie
252610006;Sonotubometry;Sonotubometry;sonotubometry;Sonotubometry
252623004;Oto-acoustic emission test;Oto - akoestische emissietest;oto - akoestische emissietest;Oto - akoestische emissietest
252663003;Carbon dioxide breath test;Kooldioxide ademtest;kooldioxide ademtest;Kooldioxide ademtest
252669004;C14 urea breath test;C14 ureum ademtest;c14 ureum ademtest;C14 ureum ademtest
252692004;Spondylometry;Spondylometry;spondylometry;Spondylometry
252804008;Pneumatic tonometry;pneumatische tonometrie;pneumatische tonometrie;pneumatische tonometrie
252806005;Humphrey perimeter plot;Humphrey perimeter plot;humphrey perimeter plot;Humphrey perimeter plot
252807001;Goldmann perimeter plot;Goldmann perimeter plot;goldmann perimeter plot;Goldmann perimeter plot
252808006;Lister perimeter plot;Lister perimeter plot;lister perimeter plot;Lister perimeter plot
252810008;Freidmann screener plot;Freidmann screener plot;freidmann screener plot;Freidmann screener plot
252811007;Henson screener plot;Henson screener plot;henson screener plot;Henson screener plot
252828005;Keratometry;keratometrie;keratometrie;keratometrie
252853008;Stereotests;Stereotests;stereotests;Stereotests
252858004;Stereotests - Steinfeld;Stereotests - Steinfeld;stereotests - steinfeld;Stereotests - Steinfeld
252877002;Optical axis deviation plot;Optische as deviatie plot;optische as deviatie plot;Optische as deviatie plot
252878007;Hess screening;Hess screening;hess screening;Hess screening
252892001;Peritoneal equilibration test;Peritoneale equilibratie - test;peritoneale equilibratie - test;Peritoneale equilibratie - test
252948004;Antepartum cardiotochogram;antepartum cardiotochogram;antepartum cardiotochogram;antepartum cardiotochogram
252972009;Videophotorefraction;Videophotorefraction;videophotorefraction;Videophotorefraction
252976007;Sonsken charts;Sonsken charts;sonsken charts;Sonsken charts
255098007;Auditory canaloplasty;auditieve canaloplasty;auditieve canaloplasty;auditieve canaloplasty
257891001;Photodynamic therapy;fotodynamische therapie;fotodynamische therapie;fotodynamische therapie
258029006;Finger plethysmography;vinger plethysmografie;vinger plethysmografie;vinger plethysmografie
258058009;Open spirometry;Open spirometrie;open spirometrie;Open spirometrie
260584009;Mediastinoscopy without biopsy;Mediastinoscopie zonder biopsie;mediastinoscopie zonder biopsie;Mediastinoscopie zonder biopsie
260645006;Minilaparotomy;Minilaparotomy;minilaparotomy;Minilaparotomy
260648008;Hemilaminectomy;Hemilaminectomy;hemilaminectomy;hemilaminectomie
260653003;Circumareolar incision;circumareolar incisie;circumareolar incisie;circumareolar incisie
260654009;Subareolar incision;Subareolar incisie;subareolar incisie;Subareolar incisie
260655005;Submammary incision;submammary incisie;submammary incisie;submammary incisie
260662001;Laryngectomy incision;laryngectomie incisie;laryngectomie incisie;laryngectomie incisie
260663006;Laryngofissure;Laryngofissure;laryngofissure;Laryngofissure
261169004;Posterolateral thoracotomy;posterolaterale thoracotomie;posterolaterale thoracotomie;posterolaterale thoracotomie
261479009;Mediastinoscopy;mediastinoscopie;mediastinoscopie;Mediastinoscopie
261492007;Anterolateral thoracotomy;anterolaterale thoracotomie;anterolaterale thoracotomie;anterolaterale thoracotomie
261517000;Silver bunionectomy;Silver bunionectomy;silver bunionectomy;Silver bunionectomy
261532007;Fenestrectomy;Fenestrectomy;fenestrectomy;Fenestrectomy
262457001;Cervical mediastinoscopy;cervicale mediastinoscopie;cervicale mediastinoscopie;cervicale mediastinoscopie
263771001;Gridiron incision;Gridiron incisie;gridiron incisie;Gridiron incisie
264980004;Fasciotomy thigh;fasciotomie dij;fasciotomie dij;fasciotomie dij
265056007;Vaginal hysterectomy;vaginale hysterectomie;vaginale hysterectomie;hystorectomia vaginalis
265192008;Orchidoplasty;Orchidoplasty;orchidoplasty;Orchidoplasty
265284007;Medial rectus resection;Mediale rectus resectie;mediale rectus resectie;Mediale rectus resectie
265293008;Goniopuncture;Goniopuncture;goniopuncture;Goniopuncture
265294002;Surgical iridotomy;chirurgische iridotomie;chirurgische iridotomie;chirurgische iridotomie
265306005;Cortical mastoidectomy;corticale masto ï dectomie;corticale masto ï dectomie;corticale masto ï dectomie
265347008;Cardiomyotomy;Cardiomyotomy;cardiomyotomy;Cardiomyotomy
265380001;Jejunojejunal bypass;Jejunojejunal bypass;jejunojejunal bypass;Jejunojejunal bypass
265420002;Sponge rectopexy;spons rectopexie;spons rectopexie;spons rectopexie
265554003;Percutaneous pyelolysis;percutane pyelolysis;percutane pyelolysis;percutane pyelolysis
265573004;Colposuspension;colposuspensie;colposuspensie;colposuspensie
265582005;Open prostatotomy;Open prostatotomy;open prostatotomy;Open prostatotomy
265760000;Intravenous chemotherapy;intraveneuze chemotherapie;intraveneuze chemotherapie;intraveneuze chemotherapie
265761001;Intramuscular chemotherapy;intramusculaire chemotherapie;intramusculaire chemotherapie;intramusculaire chemotherapie
265777000;Type of operation and anesthetic;Type operatie en anesthesie;type operatie en anesthesie;Type operatie en anesthesie
268364005;Subjective audiometry;Subjectieve audiometrie;subjectieve audiometrie;Subjectieve audiometrie
268419007;Gastroscopy - via stoma;Gastroscopie - via stoma;gastroscopie - via stoma;Gastroscopie - via stoma
268550006;Phenylketonuria screening;fenylketonurie screening;fenylketonurie screening;fenylketonurie screening
268551005;Obesity screening;obesitas screening;obesitas screening;obesitas screening
268552003;Hyperlipidemia screening;hyperlipidemie screening;hyperlipidemie screening;hyperlipidemie screening
269877001;Insulin tolerance test;Insulinetolerantietest;insulinetolerantietest;insulinetolerantie
269911007;Sputum examination;sputum onderzoek;sputum onderzoek;sputum onderzoek
271291003;Temporary implant radiotherapy;Tijdelijke implantaat radiotherapie;tijdelijke implantaat radiotherapie;Tijdelijke implantaat radiotherapie
271410001;Anorectal stretch;anorectale stretch;anorectale stretch;anorectale stretch
271416007;Reconstruction of cranial defect;Reconstructie van craniale defect;reconstructie van craniale defect;Reconstructie van craniale defect
272258009;Escharectomy;Escharectomy;escharectomy;Escharectomy
273999003;Neuroplasty;Neuroplasty;neuroplasty;neuroplastiek
274015000;Tympanic membrane operation;Trommelvlies operatie;trommelvlies operatie;Trommelvlies operatie
274018003;Glossoplasty;Glossoplasty;glossoplasty;glossoplastiek
274024009;Aneurysm clipping;aneurysma clipping;aneurysma clipping;aneurysma clipping
274031008;Rectal polypectomy;rectale poliepectomie;rectale poliepectomie;rectale poliepectomie
274050008;Osteotomy for hallux valgus;Osteotomie voor hallux valgus;osteotomie voor hallux valgus;Osteotomie voor hallux valgus
274053005;Condylectomy;Condylectomy;condylectomy;Condylectomy
274324002;Endoscopic rectum biopsy;Endoscopische rectum biopsie;endoscopische rectum biopsie;Endoscopische rectum biopsie
274325001;Percutaneous liver biopsy;Percutane leverbiopsie;percutane leverbiopsie;leverpunctie
274330002;Surgical biopsy;chirurgische biopsie;chirurgische biopsie;chirurgische biopsie
274353001;Anal surgical biopsy;Anale chirurgische biopsie;anale chirurgische biopsie;Anale chirurgische biopsie
274369008;Endocrine surgical biopsy;Endocriene chirurgische biopsie;endocriene chirurgische biopsie;Endocriene chirurgische biopsie
274377007;Esophagoscopy - stomal;Oesofagoscopie - stoma;oesofagoscopie - stoma;Oesofagoscopie - stoma
274379005;Intestinal scope-stomal;Intestinale scope - stoma;intestinale scope - stoma;Intestinale scope - stoma
274425002;Therapeutic aspiration - cyst;Therapeutische aspiratie - cyste;therapeutische aspiratie - cyste;Therapeutische aspiratie - cyste
274441001;Suction drainage;zuigdrainage;zuigdrainage;zuigdrainage
274469009;Fascia stretching;fascia stretching;fascia stretching;fascia stretching
274473007;Fetal manipulation;foetale manipulatie;foetale manipulatie;foetale manipulatie
274493004;Endoscopic manipulation;endoscopische manipulatie;endoscopische manipulatie;endoscopische manipulatie
274501008;Serum transfusion;serum transfusie;serum transfusie;serum transfusie
274803000;Examination of tympanic membrane;Onderzoek van trommelvlies;onderzoek van trommelvlies;Onderzoek van trommelvlies
274974008;Endoscopic endometrial polypectomy;Endoscopische endometrium poliepectomie;endoscopische endometrium poliepectomie;Endoscopische endometrium poliepectomie
274996002;Electrolysis of eyelash;Elektrolyse van wimpers;elektrolyse van wimpers;Elektrolyse van wimpers
275010000;Drainage of pericolonic tissue;Drainage van pericolonic weefsel;drainage van pericolonic weefsel;Drainage van pericolonic weefsel
275033004;Bileaflet mitral valve replacement;Bileaflet mitralisklepvervanging;bileaflet mitralisklepvervanging;Bileaflet mitralisklepvervanging
275824000;Pest control;Ongediertebestrijding;ongediertebestrijding;Gewasbescherming regeling
275829005;Reverse isolation;Reverse isolatie;reverse isolatie;Reverse isolatie
275933002;Vitamin prophylaxis;vitamine profylaxe;vitamine profylaxe;vitamine profylaxe
275972003;Cholesterol screening;cholesterol screening;cholesterol screening;cholesterol screening
275978004;Colon neoplasm screening;Colon neoplasma screening;colon neoplasma screening;Colon neoplasma screening
276017006;Gastrografin swallow;Gastrografin zwaluw;gastrografin zwaluw;Gastrografin zwaluw
276485002;Injection vasectomy;injectie vasectomie;injectie vasectomie;injectie vasectomie
276487005;Riddle crossover vasectomy;Riddle crossover vasectomie;riddle crossover vasectomie;Riddle crossover vasectomie
276747001;Uncinectomy and polypectomy;Uncinectomy en poliepectomie;uncinectomy en poliepectomie;Uncinectomy en poliepectomie
276748006;Histology tonsillectomy;histologie tonsillectomie;histologie tonsillectomie;histologie tonsillectomie
276903004;Transurethral relief of prostatic obstruction without resection or incision;Transurethrale verlichting van prostaatobstructie zonder resectie of incisie;transurethrale verlichting van prostaatobstructie zonder resectie of incisie;Transurethrale verlichting van prostaatobstructie zonder resectie of incisie
276918003;Subcostal incision;Subcostal incisie;subcostal incisie;Subcostal incisie
276976008;Percutaneous arterial embolectomy;Percutane arteri ë le embolectomie;percutane arteri ë le embolectomie;Percutane arteri ë le embolectomie
277578005;Biliary dilatation intervention;Biliaire dilatatie interventie;biliaire dilatatie interventie;Biliaire dilatatie interventie
277762005;Lumbar puncture;Lumbaalpunctie;lumbaalpunctie;Lumbaalpunctie
278703000;Transrectus incision;Transrectus incisie;transrectus incisie;Transrectus incisie
278705007;Thoracoabdominal incision;thoracoabdominal incisie;thoracoabdominal incisie;thoracoabdominal incisie
278717009;Perirectal incision;perirectaal incisie;perirectaal incisie;perirectaal incisie
278721002;Pfannenstiel incision;Pfannenstiel incisie;pfannenstiel incisie;Pfannenstiel - incisie
278723004;Mastectomy incision;mastectomie incisie;mastectomie incisie;mastectomie incisie
278725006;Frontal incision;frontale incisie;frontale incisie;frontale incisie
278728008;Occipital incision;occipitale incisie;occipitale incisie;occipitale incisie
278730005;Periorbital incision;periorbitaal incisie;periorbitaal incisie;periorbitaal incisie
278731009;Supraorbital incision;supraorbital incisie;supraorbital incisie;supraorbital incisie
278736004;Suprasternal incision;suprasternal incisie;suprasternal incisie;suprasternal incisie
278743005;Amputation incision;amputatie incisie;amputatie incisie;amputatie incisie
278747006;Raquet incision;raquet incisie;raquet incisie;raquet incisie
278812006;Vascular access incision;Vasculaire toegang incisie;vasculaire toegang incisie;Vasculaire toegang incisie
278813001;Femoral incision;femorale incisie;femorale incisie;femorale incisie
278872003;Intravenous regional analgesia;Intraveneuze regionale analgesie;intraveneuze regionale analgesie;Intraveneuze regionale analgesie
278906000;Nutritional support;nutritionele ondersteuning;nutritionele ondersteuning;nutritionele ondersteuning
279102009;Pain rehabilitation;pijn revalidatie;pijn revalidatie;pijn revalidatie
281249009;Staging laparoscopy;Staging laparoscopie;staging laparoscopie;Staging laparoscopie
281413005;Duodenoplasty;Duodenoplasty;duodenoplasty;Duodenoplasty
281804004;Therapeutic arthroscopy;therapeutische artroscopie;therapeutische artroscopie;therapeutische artroscopie
283165009;Decompression laminectomy;decompressie laminectomie;decompressie laminectomie;decompressie laminectomie
284010004;Oral sedation;orale sedatie;orale sedatie;orale sedatie
284382009;Examination of lower leg;Onderzoek van onderbeen;onderzoek van onderbeen;Onderzoek van onderbeen
285416007;Resuture of episiotomy;Resuture van episiotomie;resuture van episiotomie;Resuture van episiotomie
285586000;Chlamydia swab;Chlamydia swab;chlamydia swab;Chlamydia swab
285593001;Steering wheelchair training;Steering rolstoel training;steering rolstoel training;Steering rolstoel training
285595008;Controlling electric wheelchair training;Controlling elektrische rolstoel training;controlling elektrische rolstoel training;Controlling elektrische rolstoel training
287239002;Thymus transplantation;thymus transplantatie;thymus transplantatie;thymus transplantatie
287292009;Infarct myocardiectomy;infarct myocardiectomy;infarct , myocardiectomy;infarct myocardiectomy
