SNOMED conceptID;Thot vertaalde term medisch woordenboek
232650002;oversewing van long
232651003;excisie van long
232652005;cavernostomizing van long
232653000;herstel inscheuring van long
232654006;drainage van pulmonale aandoening
232655007;aspiratie longkanker nao
232656008;intercostalis punctie long bulla
232657004;enkelvoudige longtransplantaat
232658009;dubbel longtransplantaat
232659001;dubbel longtransplantatie als - blok
232660006;bilaterale sequential eenmalige longtransplantaat
232661005;verwijdering van long door donor
232663008;luchtweg nao
232664002;manueel establishment van de luchtwegen
232665001;kin facelift
232666000;kaak thrust
232668004;tong tractie
232669007;orale laryngoscopie
232670008;neus laryngoscopie
232673005;obturator luchtweg katheterisatie
232674004;orotracheal intubatie
232675003;orale intubatie awake
232677006;intratracheale intubatie using stenose bronchoscoop
232678001;orotracheal flexibele intubatie
232679009;nasotracheale intubatie
232680007;neus intubatie awake
232681006;blindheid neus intubatie
232682004;nasotracheale flexibele intubatie
232683009;cricothyroidotomy tube plaatsing
232684003;minitrach plaatsing
232685002;plaatsing van tracheostomieslang
232686001;implantatie , trachea - eustachius
232687005;endobronchiale intubatie
232688000;implantatie endobronchiale blocker
232689008;percutane cricothyroidotomy
232690004;percutane dilatational cricothyroidotomy
232692007;open cricothyroidotomy
232693002;inflation van buis cuff
232694008;deflation van buis cuff
232695009;van keel pack
232697001;long reinflation
232698006;luchtweg wondreiniging
232699003;orofaryngeale afzuigen vliezen directe gezichtsvermogen
232700002;orofaryngeale blindheid zuigdrainage
232701003;rhinofarynx zuigdrainage
232702005;orotracheal zuigdrainage
232703000;aspiratie luchtpijp via tracheostoma
232704006;tracheobronchiale lavage
232705007;bronchiale zuigdrainage
232706008;luchtweg klaring door vinger sweep
232707004;vreemd lichaam verwijdering uit luchtwegen
232708009;verwijdering , uit luchtwegen
232709001;extubatie bronchus
232710006;coitus van buis van bronchus naar trachea
232711005;verwijdering van luchtwegen
232712003;verwijdering van keel pack
232716000;verwijdering endobronchiale blocker
232717009;coronaire bypass
232719007;coronaire bypass gespecificeerde 1
232720001;coronaire bypass transplantaat gespecificeerd type
232721002;coronaire bypass transplantaat gespecificeerde 3
232722009;coronaire bypass transplantaat gespecificeerde 4
232723004;coronaire bypass transplantaat gespecificeerde 5
232724005;coronaire bypass transplantaat majoris dan 5
232726007;percutane coronaire endarteri ë ctomie
232727003;percutane directional atherectomie , coronaire
232728008;percutane lage speed rotatoire atherectomie , coronaire
232729000;percutane high speed rotatoire atherectomie , coronaire
232731009;percutane trombolyse , coronaire
232732002;exploratie coronaire met inspectie alleen
232733007;exploratie coronaire met arteriotomie
232735000;chirurgie voor kransslagaderfistel
232736004;open chirurgie voor kransslagaderfistel
232737008;embolisatie van kransslagaderfistel
232738003;ligatie , coronaire
232739006;verwijdering van coronairarterie
232740008;mitralisklep operatie
232741007;inspectie mitraal
232742000;inspectie , ge ï mplanteerd mitralisklep
232744004;mitralis - annuloplasty using ring
232745003;plication annuloplasty van mitralisklep
232746002;floppy annulus hypertrofie
232747006;operatie mitralisklep papillaire
232748001;korte operatie mitralisklep papillaire
232749009;verlenging operatie mitralisklep papillaire
232750009;replantatie mitralis papillaire
232751008;operatie mitralisklep chordae tendineae
232752001;herstel van mitralis chordae tendineae
232753006;vervanging van mitralis chordae tendineae
232754000;fenestration chirurgie mitralisklep chordae tendineae
232755004;korte plasty van mitralis chordae tendineae
232756003;operatie mitralisklep leaflet
232757007;herstel van mitralis leaflet
232758002;resectie van mitralis leaflet
232759005;excisie van van mitralis - leaflet
232760000;herstel echt mitralisklep gespleten
232761001;excisie van de vegetaties van mitralisklep
232762008;excisie van de vegetaties van ge ï mplanteerd mitralisklep
232763003;trombectomie van mitralisklep
232764009;trombectomie van ge ï mplanteerd mitralisklep
232765005;excisie van supramitral klep ) stenose
232766006;cari ë s van mitralisklep
232767002;cari ë s ge ï mplanteerd mitralisklep
232768007;herstel van mitralisklep
232769004;transluminale mitralisvalvotomie
232770003;ballondilatatie , ge ï mplanteerd mitralisklep
232771004;transluminale radiofrequency mitralisvalvotomie
232772006;floppy valvectomy
232773001;bjork - shiley prothese mitralisklepvervanging
232774007;chirurgie , ge ï mplanteerd mitralisklep
232775008;duizeligheid bij ge ï mplanteerd mitralisklep
232776009;herstel van ge ï mplanteerd mitralisklep paravalvular lek
232777000;vervanging van ge ï mplanteerd mitralisklep
232778005;tricuspidalis operatie
232779002;inspectie van
232780004;inspectie , ge ï mplanteerd tricuspidalisklep
232782007;tricuspidalis - annuloplasty using ring
232783002;plication annuloplasty van
232784008;bicuspidization van
232785009;operatie tricuspidalisklep papillaire
232786005;korte operatie tricuspidalisklep papillaire
232787001;verlenging operatie tricuspidalisklep papillaire
232788006;replantatie van papillaire
232789003;operatie tricuspidalisklep chordae tendineae
232790007;herstel van ruptuur van chordae tendineae
232791006;vervanging van chordae tendineae
232792004;divisio en resectie van chordae tendineae
232793009;fenestration chirurgie tricuspidalisklep chordae tendineae
232794003;korte plasty van de tricuspidalisklep chordae tendineae
232795002;operatie tricuspidalisklep leaflet
232796001;herstel defect van leaflet
232797005;resectie van leaflet
232799008;excisie van van tricuspidalisklep leaflet
232800007;herstel echt tricuspidalisklep gespleten
232801006;excisie van de vegetaties van tricuspidalisklep
232802004;excisie van de vegetaties van ge ï mplanteerd tricuspidalisklep
232803009;trombectomie van tricuspidalisklep
232804003;trombectomie van ge ï mplanteerd tricuspidalisklep
232806001;cari ë s van
232807005;cari ë s ge ï mplanteerd tricuspidalisklep
232808000;herstel van
232809008;transluminale tricuspidalisvalvotomie
232810003;ballondilatatie , ge ï mplanteerd tricuspidalisklep
232811004;tricuspidalis valvectomy
232812006;chirurgie , ge ï mplanteerd tricuspidalisklep
232813001;duizeligheid bij ge ï mplanteerd tricuspidalisklep
232814007;herstel van ge ï mplanteerd tricuspidalisklep paravalvular lek
232815008;vervanging van ge ï mplanteerd tricuspidalisklep
232816009;hart en adjacent , chirurgie
232817000;inspectie aortaklep
232819002;inspectie , ge ï mplanteerd aortaklep
232820008;annuloplasty aortaklep
232821007;huidpatch vergroting hart annulus
232822000;operatie aortaklep cuspis
232823005;plication aortaklep cuspis
232824004;resectie van aorta cuspis
232825003;aorta cuspis resectie en herstel met circumferential annuloplasty
232826002;excisie van van aorta cuspis
232827006;aortaklepherstel cuspis
232828001;excisie van de vegetaties van aorta
232829009;excisie van de vegetaties van ge ï mplanteerd aortaklep
232830004;trombectomie van aorta
232831000;trombectomie van ge ï mplanteerd aortaklep
232832007;decalcificatie aortaklep
232833002;cari ë s ge ï mplanteerd aortaklep
232834008;transluminale aortavalvotomie
232835009;ballondilatatie , ge ï mplanteerd aortaklep
232836005;transluminale laser aortavalvotomie
232837001;transluminale radiofrequency aortavalvotomie
232838006;autograft aortaklepvervanging
232839003;chirurgie , ge ï mplanteerd aortaklep
232840001;duizeligheid bij ge ï mplanteerd aortaklep
232841002;herstel van ge ï mplanteerd aorta paravalvular lek
232842009;vervanging van ge ï mplanteerd aortaklep
232843004;samengesteld aorta radix operatie
232845006;aorta resuspension met implantatie van aorta ascendens
232846007;aortaklepvervanging met implantatie van aorta ascendens
232847003;aortaklepvervanging en aortoplasty
232848008;aortaklepvervanging en epicutane aortoplasty
232849000;aortaklepvervanging en plication van aorta ascendens
232850000;aortoventriculoplasty
232851001;konno aortoventriculoplasty
232852008;#NAAM?
232853003;placement , linker ventriculaire outflow - transannular epicutane
232854009;pulmonale chirurgie
232855005;inspectie klep
232856006;inspectie , ge ï mplanteerd pulmonalisklepaandoeningen
232857002;excisie van de vegetaties van pulmonalisklep
232858007;excisie van de vegetaties van ge ï mplanteerd pulmonalisklepaandoeningen
232859004;chirurgie , pulmonale cuspis
232860009;resectie van klep cuspis
232861008;longklepherstel cuspis
232862001;excisie van van klep cuspis
232863006;trombectomie van pulmonalisklep
232864000;trombectomie van ge ï mplanteerd pulmonalisklepaandoeningen
232865004;decalcificatie klep
232866003;cari ë s ge ï mplanteerd pulmonalisklepaandoeningen
232867007;herstel van pulmonalisklep
232868002;pulmonaire valvotomie
232869005;ballondilatatie , ge ï mplanteerd pulmonalisklepaandoeningen
232870006;transluminale laser pulmonaire valvotomie
232871005;transluminale radiofrequency pulmonaire valvotomie
232872003;pulmonale valvectomy
232873008;open pulmonale valvectomy
232874002;gesloten pulmonale valvectomy
232875001;chirurgie , ge ï mplanteerd pulmonalisklepaandoeningen
232876000;duizeligheid bij ge ï mplanteerd pulmonalisklepaandoeningen
232877009;herstel van ge ï mplanteerd pulmonale paravalvular lek
232878004;vervanging van ge ï mplanteerd pulmonalisklepaandoeningen
232879007;atrioventriculair blok , niet - niet - - cardiaal operatie
232880005;inspectie atrioventriculaire klep
232881009;inspectie , ge ï mplanteerd atrioventriculaire klep
232882002;herstel atrioventriculaire klep
232883007;herstel syndroom atrioventriculaire klep
232884001;annuloplasty atrioventriculaire klep
232885000;atrioventriculaire klep annuloplasty using ring
232886004;plication annuloplasty atrioventriculaire klep
232887008;operatie atrioventriculair papillaire
232888003;korte operatie valva atrioventricularis papillaire
232889006;verlenging operatie valva atrioventricularis papillaire
232890002;replantatie , atrioventriculaire klep papillaire
232891003;operatie valva atrioventricularis chordae tendineae
232892005;herstel van valva atrioventricularis chordae tendineae
232893000;vervanging van valva atrioventricularis chordae tendineae
232894006;divisio en resectie valva atrioventricularis chordae tendineae
232895007;fenestration chirurgie van valva atrioventricularis chordae tendineae
232896008;korte plasty - valva atrioventricularis chordae tendineae
232897004;operatie atrioventriculaire klep leaflet
232898009;herstel van atrioventriculaire klep leaflet
232899001;resectie , atrioventriculaire klep leaflet
232900006;excisie van van atrioventriculaire klep leaflet
232901005;herstel echt valva atrioventricularis gespleten
232902003;operatie van atrioventriculaire klep bridging leaflet
232903008;onderhuidsweefselhechting together atrioventriculaire klep bridging leaflets
232904002;verwijderen atrioventriculaire klep bridging leaflet
232905001;liberation superior bridging leaflet using epicutane
232906000;excisie van de vegetaties uit atrioventriculaire klep
232907009;excisie van de vegetaties van ge ï mplanteerd atrioventriculaire klep
