SNOMED conceptID;SNOMED term
277554000;Insertion of glass-ionomer cement restoration into tooth	
277566006;Biliary drainage intervention (interventional radiology)	
277578005;Biliary dilatation intervention	
277582007;Percutaneous computer tomography guided aspiration	
277583002;Percutaneous magnetic resonance guided aspiration	
277584008;Percutaneous computed tomography guided therapeutic drainage	
277585009;Percutaneous magnetic resonance guided therapeutic drainage	
277586005;Imaging guided removal of foreign body	
277590007;Imaging guided biopsy	
277591006;Computed tomography guided biopsy	
277592004;Magnetic resonance imaging guided biopsy	
277662000;PC ball dilatn esophagus	
277662000;Percutaneous balloon dilation of esophagus	
277666002;X-ray guided biopsy	
277667006;Ultrasound guided biopsy	
277668001;US scan of pancreas	
277668001;Ultrasound scan of pancreas	
277673007;Plain X-ray guidance	
277727000;Release of contracture of intrinsic muscle of hand	
277750006;Sexual function test	
277755001;Anti-sperm antibody test	
277762005;Lumbar puncture	
277764006;Fusion of posterior lumbar spine	
277788008;Dorsal vestibuloplasty	
277789000;Examination of penis under anesthetic	
277790009;Trimming of dog ears of prepuce	
277837003;Detrusor myotomy	
277842006;Neurolytic autonomic nerve block	
277858009;One stage urethroplasty for stricture	
277859001;Two stage urethroplasty for stricture	
277860006;Revision of first stage urethroplasty	
277861005;Final stage of staged urethroplasty	
277862003;Scrotal transposition urethroplasty	
277863008;Perineal flap two stage urethroplasty	
277870008;Cremasteric myotomy	
277917001;Thoracic impedance cardiography	
277988004;Percutaneous removal of foreign body from artery	
277989007;Percutaneous removal of foreign body from vein	
277992006;Percutaneous removal of foreign body from intracranial artery	
277994007;Percutaneous removal of foreign body from coronary artery	
277995008;Percutaneous removal of foreign body from arterial graft	
277997000;Percutaneous removal of foreign body from pulmonary artery	
277998005;Percutaneous removal of foreign body from intracranial vein	
278009009;Computed tomography guided removal of foreign body	
278010004;Magnetic resonance imaging guided removal of foreign body	
278035005;Contact factor screening test	
278213007;Lumbar epidural steroid injection	
278214001;Cervical epidural steroid injection	
278216004;Thoracic epidural steroid injection	
278217008;Sacral epidural steroid injection	
278218003;Guanethidine block	
278219006;Intraoperative EEG - cerebral function analysing monitor	
278220000;Intraoperative EEG using compressed spectral array	
278222008;Continuous processed EEG using compressed spectral array	
278222008;Continuous processed electroencephalogram using compressed spectral array	
278256002;Cord cell transfusion	
278257006;Peripheral blood stem cell graft	
278294002;Excision of pleural lesion	
278295001;Destruction of pleural lesion	
278296000;Drainage of pleural cavity	
278297009;Blood gas analysis	
278310008;Ascending/descending threshold audiometry	
278314004;Extratympanic electrocochleography	
278317006;Cochlear travelling wave velocity measurement	
278319009;Electrically evoked auditory brainstem response audiometry	
278320003;Acoustic reflectometry	
278413009;Lactation management	
278414003;Pain management	
278415002;Creative therapy (regime/therapy)(procedure)	
278417005;Control of room temperature	
278445004;Skills training	
278446003;Aspiration of ventricular shunt	
278447007;Closure of urethral fistula in male	
278449005;Opposition transfer to thumb using abductor pollicis longus	
278450005;Finger-prick sampling	
278500000;Surgical transposition of stomach	
278505005;Application of padding	
278507002;Corn and callus procedures	
278538001;Repair of spinal dysraphism	
278539009;Repair of spinal meningocele using local flap	
278540006;Repair of spinal meningocele using distant flap	
278541005;Repair of spinal meningocele using free flap	
278659001;Lumbar spinal fusion for pseudoarthrosis	
278690004;Procedure for arteriovenous disorder	
278691000;Procedure related to surgical arteriovenous connection	
278703000;Transrectus incision	
278704006;Iliac fossa muscle cutting incision	
278705007;Thoracoabdominal incision	
278717009;Perirectal incision	
278718004;Transsphincteric incision	
278719007;Pilonidal incision	
278720001;Sacral incision	
278721002;Pfannenstiel incision	
278722009;Radial breast incision	
278723004;Mastectomy incision	
278724005;Parotid incision	
278725006;Frontal incision	
278726007;Head and neck incision	
278727003;Temporal incision	
278728008;Occipital incision	
278729000;Postauricular incision	
278730005;Periorbital incision	
278731009;Supraorbital incision	
278732002;Infraorbital incision	
278733007;Perioral incision	
278734001;Intraoral incision	
278735000;Sternomastoid incision	
278736004;Suprasternal incision	
278737008;Scalp reflecting incision	
278739006;Neurolytic sympathetic nerve block	
278743005;Amputation incision	
278744004;Symmetrical flap incision	
278745003;Skew flap incision	
278746002;Long posterior flap incision	
278747006;Raquet incision	
278804003;Lees screening	
278806001;Near distance prism cover test	
278807005;Far distance prism cover test	
278811004;Limb incision	
278812006;Vascular access incision	
278813001;Femoral incision	
278814007;Upper limb vascular access incision	
278815008;Lower limb vascular access incision	
278816009;Supraclavicular incision	
278817000;Infraclavicular incision	
278818005;Brachial incision	
278819002;Incision over radial artery	
278820008;Incision over ulnar artery	
278821007;Popliteal incision	
278822000;Malleolar incision	
278823005;Incision along saphenous vein	
278824004;Plantar incision	
278846007;Dietetic procedures	
278854009;Insertion of hormone implant	
278856006;Hormone implant replacement therapy	
278868002;Intravenous regional sympathetic block	
278872003;Intravenous regional analgesia	
278902003;Resisted functional activity	
278906000;Nutritional support	
278917004;Cardiac flow study imaging	
278939002;Eye prosthesis procedure	
279068008;Invasive oximetry	
279102009;Pain rehabilitation	
279492006;Release of intrinsic muscle of hand	
279526001;Lumbosacral spinal fusion for pseudoarthrosis	
279589005;Injection of anesthetic agent into sympathetic nerve for analgesia	
279771007;Cardiovascular flow study imaging	
280382001;Shunt procedure into pleura	
280383006;Subdural-pleural shunt operation	
280384000;Subdural-peritoneal shunt operation	
280390001;Excisional biopsy of hypophysis	
280392009;Shunt procedure into peritoneum	
280454009;Endoscopic airway clearance	
280458007;Spinothalamic cordotomy	
280460009;Revision of hip arthroplasty	
280462001;Revision of knee arthroplasty	
280464000;Revision of shoulder arthroplasty	
280469005;Revision of elbow arthroplasty	
280470006;Revision of ankle arthroplasty	
280478004;Gastrointestinal and digestive anastomosis	
280627002;Superficial axillary lymphadenectomy	
281002001;Buccal frenectomy	
281010000;Child development checks	
281011001;Examination of urinary system	
281027008;Triennial health examination	
281028003;Triennial health check	
281029006;Well man health examination	
281030001;Well man health check	
281031002;Well woman health examination	
281032009;Well woman health check	
281036007;Follow-up consultation	
281038008;Geriatric annual health check	
281039000;Post-school tetanus and polio vaccination	
281040003;Pre-school diphtheria and tetanus double and polio vaccination	
281044007;Bowels incontinence assessment	
281046009;Bladder incontinence assessment	
281047000;Bladder continence assessment	
281048005;Examination for rehabilitation	
281051003;Stillbirth [prevention record]	
281078001;Advice on alcohol consumption	
281078001;Advice relating to alcohol consumption	
281078001;Education about alcohol consumption	
281085002;Patient advised about sugar-free diet	
281085002;Sugar-free diet education	
281090004;Advice to exercise	
281090004;Recommendation to exercise	
281094008;Testicular self-examination instruction	
281094008;Testicular self-examination education	
281097001;Referral for investigation	
281098006;Refer to appliance officer	
281099003;Referral to nurse	
281100006;Referral to health worker	
281105001;Fecal lipase measurement	
281106000;Fecal starch test	
281131004;Conservative therapy	
281153002;Myeloma screening	
281156005;Diagnostic arthroscopy of temporomandibular joint	
281171009;Maxillofacial technical (device) procedure	
281172002;Repair maxillofacial prosthesis	
281172002;Repair of maxillofacial prosthesis	
281173007;Cast dental model	
281174001;Construct dental special tray	
281175000;Duplicate dental model	
281176004;Mount dental models on articulator	
281177008;Mount denture on articulator	
281178003;Construct occlusal rim	
281179006;Survey dental model	
281180009;Reline maxillofacial prosthesis	
281181008;Rebase maxillofacial prosthesis	
281182001;Orthodontic technical procedure	
281183006;Wax-up trial maxillofacial prosthesis	
281184000;Wax-up trial denture	
281185004;Add to maxillofacial prosthesis	
281186003;Add tooth to denture	
281187007;Open atrial septectomy with inflow occlusion	
281188002;Fabricate orthodontic wire work	
281216000;Excisional biopsy of pericardium	
281234001;Solder orthodontic metal work	
281235000;Construct temporary dental crown	
281236004;Construct temporary dental bridge	
281249009;Staging laparoscopy	
281258002;Laparoscopic dye test of Fallopian tube	
281259005;Retrobulbar injection of botulinum toxin	
281295002;Anterolateral cordotomy	
281413005;Duodenoplasty	
281416002;Second stage bladder exstrophy repair	
281421004;Brainstem death tests	
281425008;Jugular bulb oxygen saturation measurement	
281508008;Cuirasse ventilation	
281556002;Insertion of temporary cardiac pacemaker	
281558001;Drainage of middle ear	
281567001;Reconstruction of bile duct	
281568006;Fetal heart monitoring	
281570002;Fetal heart monitoring in labor	
281572005;Direct current cardiac shock	
281582006;Pneumothorax relief	
281584007;Insertion of underwater seal chest drain	
281588005;Vascular cannula insertion	
281589002;Conversion of ventricular shunt	
281590006;Exteriorization of brain ventricular shunt	
281614005;Construct dental pull down template	
281616007;Trunk soft tissue X-ray	
281617003;Soft tissue X-ray of abdomen	
281619000;Vascular soft tissue X-ray	
281621005;Cast dental study model	
281622003;Mount dental study model	
281627009;Transposition of adrenal tissue	
281648006;Drainage of boil of skin	
281651004;Drainage of blister	
281652006;Aspiration of blister	
281653001;Pricking blister	
281656009;Hearing aid provision	
281658005;Tick-borne encephalitis vaccination	
281659002;Subconjunct. challenge	
281660007;Basal body temperature measurement for detection of ovulation	
281664003;Fat tolerance test	
281669008;Skeletal survey of fetus	
281671008;Biliary tract X-ray	
281672001;Hypothalamus hormone radioassay	
281673006;Thalamus hormone radioassay	
281674000;Design denture	
281685003;Admission for care	
281691001;Physiological monitoring regimes	
281701004;Removal of existing dental restoration	
281706009;Injection of substance	
281750005;Drainage of infected bursa	
281751009;Application of skeletal traction via proximal tibia	
