conceptId;Beschrijving;conceptId;Beschrijving thot
252641007;gastro - intestinale transitstudie;252641007;maagdarmpassage
252642000;rx barium maagonderzoek;252642000;barium beslagen voedsel maagledegingsonderzoek
252651008;standaar maagzuurreflux tekst;252651008;standard reflux -
252653006;maagreflux dye test;252653006;reflux functieonderzoek , dye -
252659005;maagsecretie studie;252659005;maag secretoire functieonderzoek
252660000;maagsecretietest onder stimulatie;252660000;stimulated maag secretoire test
252661001;Grassi test;252661001;grassi -
252663003;CO2 ademtest;252663003;kooldioxide ademtest
252673001;permeabiliteits studie van de dunne darm;252673001;dunne permeabiliteit functieonderzoek
252675008;mannitol - cellobiose ratio permeabiliteits onderzoek van de dunne darm;252675008;mannitol / cellobiose ratio dunne permeabiliteit functieonderzoek
252684008;perfusie studie van het colon;252684008;perfusie functieonderzoek van dikke darm
252708002;meten van spiercompartiment druk;252708002;spier compartment bloeddruk recording
252717002;gewricht goniometrie;252717002;gewricht goniometry
252718007;goniometrie van de pols;252718007;goniometry pols
252719004;goniometrie van vinger;252719004;goniometry vinger
252720005;goniometrie van de duim;252720005;goniometry duim
252748005;repititieve zenuwstimulatie;252748005;syndroom zenuwstimulatie
252757004;electromyografie van de sfincter;252757004;achalasie emg
252757004;electromyografie van de sfincter;252757004;achalasie emg
252758009;electromyografie van de anale sfincter;252758009;anussfincter elektromyografie
252758009;electromyografie van de anale sfincter;252758009;anussfincter elektromyografie
252759001;electromyografie van de bekkenbodem;252759001;bekkenbodem emg
252759001;electromyografie van de bekkenbodem;252759001;bekkenbodem emg
252761005;kwantitatieve electromyografische analyse;252761005;quantitative emg analyse
252761005;kwantitatieve electromyografische analyse;252761005;quantitative emg analyse
252765001;neuromonitoring;252765001;reflex van functieonderzoeken
252767009;studie van de bulbocavernosus reflex;252767009;bulbocavernosus reflex test
252791000;elektrorecording;252791000;magnetische field recording
252792007;magneto - encefalografie ( MEG );252792007;magneto - encefalografie
252792007;magnetoencephalografie;252792007;magneto - encefalografie
252798006;ingreep op arterioveneus aneurysma;252798006;aneurysma operatie
252800004;autonome functiestesten;252800004;autonoom - specifiek
252819009;B - scan echografie met dopplerstudies;252819009;b scan ultrasonografie , met doppler
252821004;anterior segment fluorescentieangiografie;252821004;voorste segment angiografie , fluorescentie -
252822006;posterior segment fluorescentieangiografie;252822006;achterste oogkameranomalie angiografie , fluorescentie -
252834003;biopsie van de humerus;252834003;biopsie van humerus
252895004;urodynamisch onderzoek ( UDO );252895004;urodynamic test
252915004;blaas koeling test;252915004;blaas cryo -
252917007;decorticatie van de nier;252917007;decortication nao
252920004;nocturne peniele tumescentie meting;252920004;nachtelijke penis zwelling
252954003;botleeftijd bepaling;252954003;skelet niet survey
252955002;tanner botleeftijd bepaling;252955002;tanner bot seniel onderzoek
252956001;greulich and pyle botleeftijd bepaling;252956001;greulich en pyle bot seniel onderzoek
252983000;cutaan lesionele fotografie;252983000;huid - fotografie
252984006;mammaire fotografie;252984006;mamma - fotografie
253665000;percutaan draineren van galblaas;253665000;percutane aspiratie van voor abcesdrainage
253694007;excisiebiopsie van de humerus;253694007;biopsie van humerus
253766005;verwijderen nierkapsel;253766005;renale capsulectomy
254502002;arthroscopie van de elleboog;254502002;artroscopie elleboog
254952003;verlengen levatorspier;254952003;verlenging van pudendalis palpebrae spier
255098007;plastie van gehoorgang;255098007;auditieve canaloplasty
255812008;plastie van meatus van uitwendige gehoorgang;255812008;canaloplasty in de uitwendige gehoorgang
256023002;release en transpositie van n ulnaris thv cubitale tunnel;256023002;neuroplasty en transpositie van de nervus ulnaris ter hoogte van elleboog
256647008;Autologe spongieuze botgreffe;256647008;autologe cancellous bottranplantaat
256648003;Autologe corticospongieuze botgreffe;256648003;autologe corticocancellous bottranplantaat
256649006;Autologe corticale botgreffe;256649006;autologe corticale bottranplantaat
256650006;Autologe strutgreffe;256650006;autologe bot strut
256651005;Autologe gevasculariseerde botgreffe;256651005;autologe vascularized bottranplantaat
257041001;gespatuleerde uretero - ureterostomie;257041001;spatulated uretero - ureterostomie
257761004;ultrasound endarterectomie;257761004;echografische endarteri ë ctomie
257762006;mechanische endarterectomie;257762006;mechanische endarteri ë ctomie
257763001;endarterectomie bij middel van radiofrekwentie;257763001;radiofrequency endarteri ë ctomie
257765008;lage snelheid rotatie atherectomie;257765008;lage speed atherectomie , rotatoire coronaire
257766009;hoge snelheid rotatie atherectomie;257766009;high speed atherectomie , rotatoire coronaire
257828004;percutane fixatie van een bot;257828004;percutane fixatie
257838009;externe fixatie van een bot;257838009;externe fixatie
257839001;externe fixatie met unilaterale bar;257839001;externe using unilateraal coalitie
257840004;externe fixatie met statische unilaterale bar;257840004;externe using static unilateraal coalitie
257841000;externe fixatie met dynamische unilaterale bar;257841000;externe using dynamic unilateraal coalitie
257842007;externe fixatie met bilaterale bar;257842007;externe using bilaterale bars
257843002;externe fixatie met bilaterale bar met dwarsverbinding;257843002;externe using bilaterale bars met strabismus linkage
257844008;externe fixatie met ringen;257844008;externe using circumferential rings
257847001;parti ë le arthroscopische synovectomie van de schouder;257847001;artroscopie schouderstreek met gedeeltelijk synovi ë ctomie
257866001;intracardiale injectie van kaliumcholride;257866001;intracardiac kalium chloride injectie
257881007;localisatieprocedure van borstletsel voorafgaand aan biopsie door middel van ?;257881007;pre biopsie lokalisering van borst using vlekken kleuring
257882000;localisatieprocedure van borstletsel voorafgaand aan biopsie door middel van dubbel contrast techniek;257882000;pre biopsie lokalisering van borst using dubbele dye - kleuring
257898007;realineatie posterieure urethra over sonde;257898007;realignment achterste urethra over katheter
257899004;realineatie en sutuur van de posterieure urethra;257899004;realignment en suture achterste urethra
257901008;reductie van arcusfractuur via gillies - approach;257901008;gillies reductie zygomatic fractuur
257904000;open reductie van zygomafractuur;257904000;open herstel zygomatic fractuur
257946009;Fixatie van een fractuur door middel van 1 Kirschner draad;257946009;enkelvoudige kirschner wiring fractuur
257947000;Fixatie van een fractuur door middel van multipele Kirschner draden;257947000;multipele kirschner wiring van
257954006;conversie van prosthetische arthroplastiek;257954006;conversiestoornissen van gewrichtsprothese
257956008;conversie van excisie arthroplastiek;257956008;conversiestoornissen van excisie artroplastiek
257957004;conversie van interpositie arthroplastiek;257957004;conversiestoornissen uit interposition artroplastiek
258533006;Operatie van Madlener op eileider;258533006;madlener eileideroperatie
258754001;polsarthroscopie;258754001;artroscopie pols
258843000;Cohen re ï mplantatie ureter;258843000;cohen ureterre ï mplantatie
259324000;ligatie van eileider met crushing;259324000;tubaligatie met crush
259393001;diagnostische dundarm endoscopie;259393001;endoscopie dunne darm diagnostisch
259469007;intravesicale ureterre ï mplantatie;259469007;ureteroneocystostomie
259718008;mechanisch verwijderen van het corneale epitheel;259718008;mechanische complicatie van cornea - epitheel
259863001;Verwijderen van hechting van Shirodkar van cervix;259863001;verwijdering van shirodkarband
260216002;intracapsulaire cataract extractie;260216002;icce
260216002;intracapsulaire cataract extractie;260216002;icce
260216002;intracapsulaire cataract extractie;260216002;icce
260397005;sluiten van CSV fistel;260397005;fistelherstel cerebrospinaal vocht
260646007;partiele laminectomie;260646007;parti laminectomie
260648008;hemilaminectomie;260648008;hemilaminectomy
260649000;lumbale microdiscectomie;260649000;microdiscectomie
260651001;superieure cordotomie;260651001;superior ruggenmergdoorsnijding
260659004;parti ë le sternotomie;260659004;parti sternotomie
260660009;volledige excisie van het sternum;260660009;totale sternotomie
260663006;thyroidotomie;260663006;laryngofissure
260700000;methyleen blauw test van eileider;260700000;methylene blauwe eileider -
261047008;anterieure mediastinotomie;261047008;voorste mediastinotomy
261210002;incisie van de handpalm;261210002;open fascia palmaris incisie
261410000;directe anastomose tussen pulmonaal veneuze confluens en linker atrium;261410000;directe enterostomie confluence en linker atrium
261410000;directe anastomose tussen pulmonaal veneuze confluens en linker atrium;261410000;directe enterostomie confluence en linker atrium
261436007;longitudinale incisie van een vinger;261436007;longitudinale digiti incisie
261437003;longitudinale incisie van de handpalm;261437003;longitudinale palmaris incisie
261440003;open thyroidotomie;261440003;open laryngofissure
261456008;transverse incisie van de handpalm;261456008;transversum palmaris incisie
261477006;Z - vormige incisie van de handpalm;261477006;z palmaris incisie
261479009;mediastinoscopie;261479009;mediastinoscopie
261483009;anastomose van beide hoofdbronchi op distale trachea;261483009;anastomose van main bronchi van van trachea
261484003;anastomose van confluens en connecterende vene aan linker atrium;261484003;anastomose , confluence en connecting venen van linkerventrikel atrium
261485002;anastomose pulmonaal veneuze confluens aan linker atrium via connecterende vene;261485002;anastomose , confluence en linker hartboezem via connecting vene
261485002;anastomose pulmonaal veneuze confluens aan linker atrium via connecterende vene;261485002;anastomose , confluence en linker hartboezem via connecting vene
261486001;anastomose van linker hoofdbronchus op distale trachea;261486001;enterostomie linker hoofdbronchus door van trachea
261487005;anastomose van linker hoofdbronchus op rechter bronchus intermedius;261487005;enterostomie linker hoofdbronchus van rechterventrikel bronchus intermedius
261488000;anastomose van linker hoofdbronchus op laterale tracheazijde;261488000;enterostomie linker hoofdbronchus - zijde trachea
261489008;anastomosis van pulmonale veneuze confluentie aan verbindingsvene;261489008;anastomose , pulmonale veneuze confluence - connecting disease
261490004;anastomose van rechter hoofdbronchus op distale trachea;261490004;enterostomie rechts hoofdbronchus door van trachea
261491000;anastomose van rechter hoofdbronchus op laterale tracheazijde;261491000;enterostomie rechts hoofdbronchus - zijde trachea
261511004;conversie van arthrodese;261511004;conversiestoornissen van artrodese
261517000;silver bunionectomie;261517000;silver bunionectomy
261521007;incisie van een vinger;261521007;digitale incisions
261521007;incisie van een vinger;261521007;digitale incisions
261529009;excisie van haarfollikels wimper;261529009;excisie van lash follicles
261531000;excisie van de rib;261531000;ribexcisie
261532007;fenestrectomie;261532007;fenestrectomy
261537001;aanleggen van een interatriale centrale shunt;261537001;van atrium baffle
261538006;open intra - coronair herstel van coronaire arterie fistula;261538006;open intracoronary herstel kransslagaderfistel
261540001;laminotomie;261540001;rachiotomie
261544005;ligatuur van de verticale vene;261544005;ligatuur verticaal vene
261546007;open reductie van luxatie van de wervelkolom;261546007;open reductie van ontwrichting
261555005;herstel obstructie urinair reservoir;261555005;transplantatie en van urinewegen klep irrigatie
