SNOMED conceptID;Thot vertaling
305341000;toelating tot tertiair verwijzingen nao ziekenhuis
305342007;toelating tot ward
305343002;toelating tot day - ward
305344008;toelating tot day ziekenhuis
305345009;toelating tot psychiatrische day ziekenhuis
305346005;toelating tot psychogeriatric day ziekenhuis
305347001;toelating tot oudere severely mentally slecht day ziekenhuis
305348006;toelating tot behandeling van oudere day ziekenhuis
305349003;toelating tot department
305350003;toelating tot anesthesieafdeling , ziekenhuis
305351004;toelating tot afdelingen
305352006;toelating tot adult afdelingen
305353001;toelating tot unit , pediatrie
305354007;admission van medische department
305355008;admission - - reactie department
305356009;toelating tot audiology department
305357000;toelating tot cardiologie department
305358005;toelating tot borst geneeskunde department
305359002;admission van thoracale geneeskunde department
305360007;toelating tot respiratoire geneeskunde department
305361006;toelating tot maligne immunologische department
305362004;admission - - neurophysiology department
305363009;toelating tot farmacologie department
305364003;admission - - physiology department
305365002;toelating tot dermatologie department
305366001;toelating tot endocrinologie department
305367005;toelating tot enterologie department
305368000;admission door een department
305369008;toelating tot genetics department
305370009;admission - - genetics department
305371008;admission - - cytogenetics department
305372001;toelating tot maligne moleculaire genetics department
305374000;toelating tot urogenitaal geneeskunde department
305375004;toelating tot behandeling van oudere department
305376003;toelating tot infectieus department
305377007;toelating tot medische oftalmologie department
305378002;toelating tot nefrologie department
305379005;toelating tot neurologie department
305380008;toelating tot ri scan department
305381007;toelating tot palliatieve zorg department
305382000;toelating tot rehabilitatie department
305383005;toelating tot reumatologie department
305384004;toelating tot verloskunde en gynaecologie department
305385003;toelating tot gynaecologie department
305386002;toelating tot verloskunde department
305387006;toelating tot pediatrie , department
305388001;toelating tot speciaal zorg baby units
305389009;toelating tot pediatrie neurologie department
305390000;toelating tot pediatrie oncologie , department
305391001;toelating tot pijnmanagement department
305392008;toelating tot pathologie department
305393003;toelating tot bloed department
305394009;admission aan chemische pathologie department
305395005;toelating tot algemeen pathologie department
305396006;toelating tot hematology department
305397002;toelating tot medische microbiologietest department
305398007;admission van van mortuary
305399004;toelating tot neuropathology department
305400006;toelating tot psychiatrie department
305401005;toelating tot kind en adolescentie psychiatrie department
305402003;toelating tot rechtswetenschap department
305403008;toelating tot psychogeriatric department
305404002;toelating tot handicap psychiatrie department
305405001;toelating tot rehabilitatie psychiatrie department
305406000;toelating tot radiografie department
305407009;toelating tot beroepsmatige van department
305408004;toelating tot chirurgische department
305409007;toelating tot borst chirurgische department
305410002;toelating tot cardiothoracic chirurgische department
305411003;toelating tot thoraxchirurgie department
305412005;toelating tot hartchirurgie department
305413000;toelating tot tandheelkundige chirurgie department
305414006;toelating tot orthodontie department
305415007;toelating tot kindertandheelkunde department
305416008;toelating tot restauratieve dentistry department
305417004;toelating tot oog -, neus - en department
305418009;toelating tot endocriene chirurgische department
305419001;toelating tot gastro chirurgie department
305420007;toelating tot algemeen gastro chirurgische department
305421006;toelating tot bovenste maagdarmstelsel chirurgische department
305422004;toelating tot colorectale chirurgie department
305423009;toelating tot algemeen chirurgische department
305424003;toelating tot hepatobiliary chirurgische department
305425002;toelating tot neurosurgical department
305426001;toelating tot oftalmologie department
305427005;toelating tot chirurgie department
305428000;toelating tot orthopedische department
305429008;toelating tot pancreas chirurgische department
305430003;toelating tot pediatrie chirurgische department
305431004;toelating tot plastische chirurgie , department
305432006;toelating tot chirurgische transplantaat department
305433001;toelating tot letsel chirurgische department
305434007;toelating tot urologie department
305435008;toelating tot vasculaire chirurgische department
305436009;radiculography
305621000;bypass , duodenum door enterostomie duodenum van het jejunum
305912004;verwijzingen nao door van worker
305913009;verwijzingen nao door audiologist
305914003;verwijzingen nao door audiologische arts
305915002;verwijzingen nao door community arts in audiology
305916001;verwijzingen nao door gehoor therapist
305917005;verwijzingen nao door pediatrie , audiologist
305918000;verwijzingen nao door counsellor
305919008;verwijzingen nao door rouw counsellor
305920002;verwijzingen nao door erfelijke counsellor
305921003;verwijzingen nao door huwelijk guidance counsellor
305922005;verwijzingen nao door mentale stoornissen counsellor
305923000;verwijzingen nao door complementary therapist
305924006;verwijzingen nao door arts
305925007;verwijzingen nao door ongeval met spoed arts
305926008;verwijzingen nao door anesthetist
305927004;verwijzingen nao op - oncologist
305928009;open atriale septectomy
305929001;verwijzingen nao door radiotherapist
305930006;verwijzingen nao op familie planning arts
305931005;verwijzingen nao door groep
305932003;verwijzingen nao door own groep
305933008;verwijzingen nao door partner - groep
305940009;verwijzingen nao door intensive zorg specialist
305941008;verwijzingen nao op volwassen intensive zorg specialist
305942001;verwijzingen nao door unit specialist
305943006;verwijzingen nao door pediatrician
305944000;verwijzingen nao door community pediatrician
305945004;verwijzingen nao door neonatologist
305946003;verwijzingen nao door pediatrie , neurologist
305947007;verwijzingen nao door pediatrie , oncologist
305948002;verwijzingen nao door pijnmanagement specialist
305949005;verwijzingen nao door pathologist
305950005;verwijzingen nao door bloed arts
305951009;verwijzingen nao door chemische pathologist
305952002;verwijzingen nao door algemeen pathologist
305953007;verwijzingen nao door hematologist
305954001;verwijzingen nao door een microbiologist
305955000;verwijzingen nao door neuropathologist
305956004;verwijzingen nao door arts
305957008;verwijzingen nao op - allergist
305958003;verwijzingen nao door cardiologist
305959006;verwijzingen nao op borst arts
305960001;verwijzingen nao door thoracale arts
305961002;verwijzingen nao door respiratoir arts
305962009;verwijzingen nao op - immunologist
305963004;verwijzingen nao op - neurophysiologist
305964005;verwijzingen nao op - pharmacologist
305965006;verwijzingen nao op - physiologist
305966007;verwijzingen nao door dermatologist
305967003;verwijzingen nao door endocrinologist
305968008;verwijzingen nao door gastroenterologist
305969000;schroeder chirurgie voor cervicale myomectomie
305970004;verwijzingen nao door huisartsen
305971000;verwijzingen nao door geneticist
305972007;verwijzingen nao op - geneticist
305973002;verwijzingen nao op - cytogeneticist
305974008;verwijzingen nao door , moleculaire geneticist
305975009;verwijzingen nao door urogenitaal geneeskunde arts
305976005;verwijzingen nao op behandeling van oudere arts
305977001;verwijzingen nao door infectieziekten arts
305978006;verwijzingen nao door nephrologist
305979003;verwijzingen nao door neurologist
305980000;verwijzingen nao door isotopenscan arts
305981001;verwijzingen nao door palliatieve arts
305983003;verwijzingen nao door rehabilitatie arts
305984009;verwijzingen nao door rheumatologist
305985005;verwijzingen nao door psychiatrist
305986006;verwijzingen nao door op kinderleeftijd en adolescentie psychiatrist
305987002;verwijzingen nao door forensische psychiatrist
305988007;verwijzingen nao door liaison psychiatrist
305989004;verwijzingen nao door psychogeriatrician
305990008;verwijzingen nao door psychiatrist voor handicap
305991007;verwijzingen nao door rehabilitatie psychiatrist
305992000;verwijzingen nao door public van arts
305993005;verwijzingen nao door obstetrician en gynecologist
305994004;verwijzingen nao door gynecologist
305995003;verwijzingen nao door obstetrician
305996002;verwijzingen nao door beroep gezondheid arts
305997006;verwijzingen nao door radiologist
305998001;verwijzingen nao door surgeon
305999009;verwijzingen nao op de borst surgeon
306000006;verwijzingen nao door cardiothoracic surgeon
306001005;verwijzingen nao op thoracaal surgeon
306002003;verwijzingen nao door cardiale surgeon
306003008;verwijzingen nao door tandartsen
306004002;verwijzingen nao door orthodontist
306005001;verwijzingen nao door pediatrie tandarts
306006000;verwijzingen nao door restauratieve tandarts
306007009;verwijzingen nao door -, neus - en surgeon
306008004;verwijzingen nao door endocriene surgeon
306009007;verwijzingen nao door intestinale surgeon
306010002;verwijzingen nao door algemeen intestinale surgeon
306011003;verwijzingen nao door bovenste intestinale surgeon
306012005;verwijzingen nao door colorectale surgeon
306013000;verwijzingen nao door algemeen surgeon
306014006;verwijzingen nao op hand surgeon
306015007;verwijzingen nao door hepatobiliary surgeon
306016008;verwijzingen nao door neurosurgeon
