conceptId;Beschrijving;conceptId;Beschrijving Matecat;conceptId;Beschrijving thot mw;conceptId;beschrijving thot
232867007;sluiten pulmonalisklep;232867007;Sluiting van de pulmonaalklep;232867007;herstel van pulmonalisklep;232867007;herstel van pulmonalisklep
232868002;pulmonalis klep valvotomie;232868002;pulmonale valvotomy;232868002;pulmonaire valvotomie;232868002;pulmonaire valvotomie
232869005;ballondilatatie ge ï mplanteerde pulmonalisklep;232869005;Ballondilatatie van ge ï mplanteerde pulmonaalklep;232869005;ballondilatatie , ge ï mplanteerd pulmonalisklepaandoeningen;232869005;transluminale van ge ï mplanteerd pulmonalisklepaandoeningen
232870006;transluminele laser valvulotomie van pulmonaalklep;232870006;Transluminale laser pulmonale valvotomy;232870006;transluminale laser pulmonaire valvotomie;232870006;transluminale laser pulmonaire valvotomie
232871005;transluminele radiofrequente pulmonalisklep valvotomie;232871005;Transluminale radiofrequentie pulmonale valvotomy;232871005;transluminale radiofrequency pulmonaire valvotomie;232871005;transluminale radiofrequency pulmonaire valvotomie
232872003;pulmonalisklep excisie;232872003;pulmonale valvectomy;232872003;pulmonale valvectomy;232872003;pulmonale valvectomy
232873008;open pulmonalisklep excisie;232873008;Open pulmonale valvectomy;232873008;open pulmonale valvectomy;232873008;open pulmonale valvectomy
232874002;gesloten pulmonalisklep excisie;232874002;Gesloten pulmonale valvectomy;232874002;gesloten pulmonale valvectomy;232874002;gesloten pulmonale valvectomy
232876000;roteren ge ï mplanteerde pulmonalisklep;232876000;Rotatie van ge ï mplanteerde pulmonaalklep;232876000;duizeligheid bij ge ï mplanteerd pulmonalisklepaandoeningen;232876000;duizeligheid bij ge ï mplanteerd pulmonalisklepaandoeningen
232877009;herstel paravalvulair lek ge ï mplanteerde pulmonalisklep;232877009;Reparatie van ge ï mplanteerde pulmonale paravalvular lek;232877009;herstel van ge ï mplanteerd pulmonale paravalvular lek;232877009;herstel van ge ï mplanteerd pulmonale paravalvular lek
232878004;vervanging van ge ï mplanteerde pulmonaalklep;232878004;Vervanging van ge ï mplanteerde pulmonaalklep;232878004;vervanging van ge ï mplanteerd pulmonalisklepaandoeningen;232878004;vervanging van ge ï mplanteerd pulmonalisklepaandoeningen
232883007;herstel van anomalie van ebstein van atrioventriculaire klep;232883007;Reparatie van de anomalie van atrioventriculaire klep Ebstein ' s;232883007;herstel syndroom atrioventriculaire klep;232883007;herstel van syndroom valva atrioventricularis sinistra
232884001;annuloplastie van atrioventriculaire klep;232884001;Annuloplasty van atrioventriculaire klep;232884001;annuloplasty atrioventriculaire klep;232884001;annuloplasty van valva atrioventricularis sinistra
232885000;annuloplastie van atrioventriculaire klep met ring;232885000;Atrioventriculaire klep annuloplasty behulp ring;232885000;atrioventriculaire klep annuloplasty using ring;232885000;valva atrioventricularis annuloplasty using ring
232886004;annuloplastie van atrioventriculaire klep door plicatuur;232886004;Sing annuloplasty van atrioventriculaire klep;232886004;plication annuloplasty atrioventriculaire klep;232886004;plication annuloplasty van valva atrioventricularis sinistra
232895007;fenestratie ingreep op atrioventriculaire klep chordae tendinae;232895007;Fenestration operatie om atrioventriculaire klep chordae tendineae;232895007;fenestration chirurgie van valva atrioventricularis chordae tendineae;232895007;fenestration operatie van valva atrioventricularis chordae tendineae
232899001;resectie atrioventriculair klepblad;232899001;Resectie van atrioventriculaire klep leaflet;232899001;resectie , atrioventriculaire klep leaflet;232899001;resectie valva atrioventricularis leaflet
232905001;vrijmaken van bovenste klepblaadje met patch;232905001;Bevrijding van superieure overbrugging folder met behulp van patch;232905001;liberation superior bridging leaflet using epicutane;232905001;liberation superior , bridging leaflet using epicutane
232906000;excisie van vegetaties van atrioventriculaire klep;232906000;Uitsnijden van vegetaties uit atrioventriculaire klep;232906000;excisie van de vegetaties uit atrioventriculaire klep;232906000;excisie van de vegetaties van valva atrioventricularis sinistra
232908004;verwijderen van trombus van atrioventriculaire klep;232908004;Verwijdering van een trombus uit atrioventriculaire klep;232908004;trombectomie uit atrioventriculaire klep;232908004;trombectomie van valva atrioventricularis sinistra
232910002;decalcificatie van atrioventriculaire klep;232910002;Ontkalking van atrioventriculaire klep;232910002;cari ë s atrioventriculaire klep;232910002;cari ë s valva atrioventricularis sinistra
232921006;vervanging van atrioventriculaire klep met homogreffe;232921006;Homograft atrioventricular klepvervanging;232921006;allograft valva atrioventricularis implantatie;232921006;allograft valva atrioventricularis implantatie
232922004;vervanging van atrioventriculaire klep met xenogreffe;232922004;Xeno atrioventricular klepvervanging;232922004;xenotransplantaat valva atrioventricularis implantatie;232922004;xenotransplantaat valva atrioventricularis implantatie
232928000;operatie van de valva trunci pulmonalis;232928000;Romp werking van de afsluiter;232928000;truncale klep operatie;232928000;truncale klep operatie
232929008;inpsectie van de valva trunci pulmonalis;232929008;Inspectie van de romp klep;232929008;inspectie van truncale klep;232929008;inspection , truncale klep
232930003;insectie van de geimplanteerde truncus pulmonalis klep;232930003;Inspectie van ge ï mplanteerde romp klep;232930003;inspectie , ge ï mplanteerd truncale klep;232930003;inspection - ge ï mplanteerd truncale klep
232931004;herstel van de valva trunci pulmonalis;232931004;Reparatie van de romp klep;232931004;herstel truncale klep;232931004;herstel truncale klep
232932006;annuloplastiek van de valva trunci pulmonalis;232932006;Annuloplasty van romp klep;232932006;annuloplasty van truncale klep;232932006;annuloplasty , truncale klep
232934007;herstel van de cuspis trunci pulmonalis;232934007;Reparatie van de romp klep knobbel;232934007;herstel truncale halvemaanvormige klep;232934007;herstel truncale klep cusp
232935008;resectie van de cuspis trunci pulmonalis;232935008;Resectie van romp klep knobbel;232935008;resectie truncale halvemaanvormige klep;232935008;resectie truncale klep cusp
232937000;excisie van truncus pulmonalis klepvegetaties;232937000;Uitsnijden van vegetaties uit romp ventiel;232937000;excisie van de vegetaties uit truncale klep;232937000;excisie van de vegetaties van truncale klep
232938005;excisie van geimplanteerde truncus pulmonalis klepvegetaties;232938005;Uitsnijden van vegetaties van ge ï mplanteerde romp ventiel;232938005;excisie van de vegetaties van ge ï mplanteerd truncale klep;232938005;excisie van de vegetaties van ge ï mplanteerd truncale klep
232939002;verwijdering van trombus van de truncus pulmonalis klep;232939002;Verwijdering van een trombus uit romp ventiel;232939002;trombectomie uit truncale klep;232939002;trombectomie van truncale klep
232940000;verwijdering van trombus van de geimplanteerde truncus pulmonalis klep;232940000;Verwijdering van een trombus uit ge ï mplanteerde klep romp;232940000;trombectomie van ge ï mplanteerd truncale klep;232940000;trombectomie van ge ï mplanteerd truncale klep
232941001;decalcificatie van de valva trunci pulmonalis;232941001;Ontkalken van de romp klep;232941001;cari ë s truncale klep;232941001;cari ë s truncale klep
232942008;decalcificatie van de geimplanteerde truncus pulmonalis klep;232942008;Ontkalking van ge ï mplanteerde romp klep;232942008;cari ë s ge ï mplanteerd truncale klep;232942008;cari ë s ge ï mplanteerd truncale klep
232946006;ballon valvuloplastie van de truncus pulmonalis;232946006;Ballon romp valvotomy;232946006;transluminale truncale valvotomy;232946006;transluminale truncale valvotomy
232947002;ballon dilatatie van de geimplanteerde truncus pulmonalis klep;232947002;Ballondilatatie van ge ï mplanteerde romp klep;232947002;ballondilatatie , ge ï mplanteerd truncale klep;232947002;transluminale van ge ï mplanteerd truncale klep
232954008;herstel van het paravalvulair lek van de geimplanteerde truncus pulmonalis klep;232954008;Reparatie van ge ï mplanteerde romp paravalvular lek;232954008;herstel van ge ï mplanteerd truncale paravalvular lek;232954008;herstel van ge ï mplanteerd truncale paravalvular lek
232956005;truncus pulmonalis wortelvervanging;232956005;Romp wortel vervanging;232956005;truncale radix implantatie;232956005;truncale wortel implantatie
232959003;translumineel onderhoud van aortische ballonpomp;232959003;Transluminale onderhoud van de aorta ballon pomp;232959003;transluminale maintenance van aorta transluminale pomp;232959003;transluminale maintenance van aorta transluminale pomp
232960008;translumineel verwijderen van aortische ballonpomp;232960008;Transluminale verwijdering van de aorta ballon pomp;232960008;transluminale van aorta transluminale pomp;232960008;transluminale van aorta transluminale pomp
232962000;transluminele insertie van intraventriculaire pomp;232962000;Transluminale inbrengen van intraventriculaire pomp;232962000;transluminale van intraventriculaire pomp;232962000;transluminale van intraventriculaire pomp
232964004;verwijderen intraventriculaire pomp;232964004;Transluminale verwijdering van intraventriculaire pomp;232964004;transluminale verwijdering intraventriculaire pomp;232964004;transluminale verwijdering intraventriculaire pomp
232965003;implantatie van ventriculair assist systeem ( VAD );232965003;Implantatie van steunhart;232965003;ventriculair hulpmiddel bij plaatsing;232965003;ventriculair hulpmiddel bij plaatsing
232966002;implanteren rechter ventriculair assist device;232966002;Implantatie van rechter hartkamer helpen apparaat;232966002;rechterventriculair hulpmiddel bij plaatsing;232966002;rechterventriculair hulpmiddel bij plaatsing
232967006;implantatie lvad;232967006;Implantatie van linker hartkamer helpen apparaat;232967006;linkerventriculair hulpmiddel bij plaatsing;232967006;linkerventriculair hulpmiddel bij plaatsing
232968001;implanteren biventriculair assist device;232968001;Implantatie van biventriculaire helpen apparaat;232968001;implantatie van biventricular , artifici ë le;232968001;implantatie van biventricular , artifici ë le
232969009;ondersteuning van hartfunctie met extracoporele membrane oxygentor ( ECMO );232969009;Cardiale ondersteuning via extracorporale membraanoxygenatie circuits;232969009;hart kunstmatige using extracorporele circuitry;232969009;hart kunstmatige using extracorporele circuitry
232970005;cardiomyoplastie;232970005;Cardiomyoplasty operatie;232970005;cardiomyoplasty chirurgie;232970005;cardiomyoplasty chirurgie
232972002;prelevatie van hartlongblok;232972002;Verwijdering van hart - long blok van donor;232972002;verwijdering van hart - blok uit donor;232972002;verwijdering van - obstructie door donor
232974001;orthotope allotransplantatie van het hart;232974001;Orthotope allotransplant van het hart;232974001;orthotopic allotransplant hart;232974001;orthotopic allotransplant nao
232975000;hartprelevatie;232975000;Het verwijderen van het hart van de donor;232975000;verwijdering van van donor;232975000;verwijdering van van donor
232977008;doornemen van anastomotische strictuur tussen confluens van venae pulmonales en linker atrium;232977008;Refief van anastomotische strictuur tussen pulmonale veneuze samenvloeiing en linkerboezem;232977008;refief van anastomosestrictuur tussen pulmonale veneuze confluence en linker boezem;232977008;refief van anastomotische strictuur tussen pulmonale veneuze confluence en linker atrium
232977008;doornemen van anastomotische strictuur tussen confluens van venae pulmonales en linker atrium;232977008;Refief van anastomotische strictuur tussen pulmonale veneuze samenvloeiing en linkerboezem;232977008;refief van anastomosestrictuur tussen pulmonale veneuze confluence en linker boezem;232977008;refief van anastomotische strictuur tussen pulmonale veneuze confluence en linker atrium
232978003;plaatsing van stent in pulmonale vene;232978003;Het inbrengen van de stent in longader;232978003;implantatie arteriestentplaatsing in vena pulmonalis;232978003;implantatie stent in vena pulmonalis
232979006;herstel van vena pulmonalis;232979006;Reparatie van longader;232979006;herstel van vena pulmonalis;232979006;herstel van vena pulmonalis
232980009;angioplastie van de pulmonale vene;232980009;Angioplastiek van longader;232980009;angioplastiek van vena pulmonalis;232980009;angioplastiek van vena pulmonalis
232981008;plaatsen van stent in pulmonale veneuze baan;232981008;Het inbrengen van de stent in pulmonale veneuze pathway;232981008;implantatie arteriestentplaatsing in pulmonalis banen;232981008;implantatie stent in pulmonalis banen
232982001;herstel van pulmonale veneuze pathway;232982001;Reparatie van pulmonale veneuze pathway;232982001;herstel pulmonalis banen;232982001;herstel pulmonalis banen
232983006;angioplastie van pulmonale veuze pathway;232983006;Angioplastiek van pulmonale veneuze route;232983006;angioplastiek van pulmonalis banen;232983006;angioplastiek van pulmonalis banen
232984000;herstel van scimitar syndroom;232984000;Correctie van kromzwaard syndroom;232984000;correctie van syndroom;232984000;herstel van syndroom
232987007;herstel vena cavas superior;232987007;Reparatie van superieure vena cava;232987007;herstel van vena cava superior;232987007;herstel van vena cava superior
232988002;hechten vena cava;232988002;Angioplastiek van superieure vena cava;232988002;angioplastiek van vena cava superior;232988002;angioplastiek van vena cava superior
